loan_id_raw,reporting_date,dpd,dpd_date,is_writeoff,writeoff_type,loan_ccy,outstanding_balance,writeoff_outstanding_balance,xchg_rate_to_usd,outstanding_balance_usd,writeoff_outstanding_balance_usd,PAR_7_balance_usd,PAR_30_balance_usd,PAR_60_balance_usd,PAR_90_balance_usd
ABF - DSB0007-001,2023-01-31,0,,false,,USD,2535.0,0.0,1,2535.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0008-001,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0009-001,2023-01-31,0,,false,,USD,546.92,0.0,1,546.92,0.0,0.0,0.0,0.0,0.0
ABF - DSB0010-001,2023-01-31,0,,false,,USD,1604.67,0.0,1,1604.67,0.0,0.0,0.0,0.0,0.0
ABF - DSB0011-001,2023-01-31,0,,false,,USD,1145.64,0.0,1,1145.64,0.0,0.0,0.0,0.0,0.0
ABF - DSB0011-002,2023-01-31,0,,false,,USD,572.82,0.0,1,572.82,0.0,0.0,0.0,0.0,0.0
ABF - DSB0011-003,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0011-004,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0011-005,2023-01-31,0,,false,,USD,124.21,0.0,1,124.21,0.0,0.0,0.0,0.0,0.0
ABF - DSB0012-001,2023-01-31,0,,false,,USD,71.6,0.0,1,71.6,0.0,0.0,0.0,0.0,0.0
ABF - DSB0012-002,2023-01-31,0,,false,,USD,289.06,0.0,1,289.06,0.0,0.0,0.0,0.0,0.0
ABF - DSB0012-003,2023-01-31,0,,false,,USD,300.33,0.0,1,300.33,0.0,0.0,0.0,0.0,0.0
ABF - DSB0012-004,2023-01-31,0,,false,,USD,52.5,0.0,1,52.5,0.0,0.0,0.0,0.0,0.0
ABF - DSB0012-005,2023-01-31,0,,false,,USD,182.55,0.0,1,182.55,0.0,0.0,0.0,0.0,0.0
ABF - DSB0012-006,2023-01-31,0,,false,,USD,16.9,0.0,1,16.9,0.0,0.0,0.0,0.0,0.0
ABF - DSB0012-007,2023-01-31,0,,false,,USD,316.46,0.0,1,316.46,0.0,0.0,0.0,0.0,0.0
ABF - DSB0012-008,2023-01-31,0,,false,,USD,418.59,0.0,1,418.59,0.0,0.0,0.0,0.0,0.0
ABF - DSB0012-009,2023-01-31,0,,false,,USD,462.87,0.0,1,462.87,0.0,0.0,0.0,0.0,0.0
ABF - DSB0012-010,2023-01-31,0,,false,,USD,327.78,0.0,1,327.78,0.0,0.0,0.0,0.0,0.0
ABF - DSB0013-001,2023-01-31,0,,false,,USD,2028.12,0.0,1,2028.12,0.0,0.0,0.0,0.0,0.0
ABF - DSB0014-001,2023-01-31,0,,false,,USD,12702.0,0.0,1,12702.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-001,2023-01-31,0,,false,,USD,203.59,0.0,1,203.59,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-002,2023-01-31,0,,false,,USD,619.88,0.0,1,619.88,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-003,2023-01-31,0,,false,,USD,62.13,0.0,1,62.13,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-004,2023-01-31,0,,false,,USD,218.62,0.0,1,218.62,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-005,2023-01-31,0,,false,,USD,439.79,0.0,1,439.79,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-006,2023-01-31,0,,false,,USD,418.5,0.0,1,418.5,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-007,2023-01-31,0,,false,,USD,146.54,0.0,1,146.54,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-008,2023-01-31,0,,false,,USD,313.51,0.0,1,313.51,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-009,2023-01-31,0,,false,,USD,162.1,0.0,1,162.1,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-010,2023-01-31,0,,false,,USD,225.38,0.0,1,225.38,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-011,2023-01-31,0,,false,,USD,331.73,0.0,1,331.73,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-012,2023-01-31,0,,false,,USD,172.91,0.0,1,172.91,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-013,2023-01-31,0,,false,,USD,138.53,0.0,1,138.53,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-014,2023-01-31,0,,false,,USD,251.87,0.0,1,251.87,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-015,2023-01-31,0,,false,,USD,62.13,0.0,1,62.13,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-016,2023-01-31,0,,false,,USD,297.84,0.0,1,297.84,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-017,2023-01-31,0,,false,,USD,139.05,0.0,1,139.05,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-018,2023-01-31,0,,false,,USD,68.42,0.0,1,68.42,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-019,2023-01-31,0,,false,,USD,78.07,0.0,1,78.07,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-020,2023-01-31,0,,false,,USD,171.25,0.0,1,171.25,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-021,2023-01-31,0,,false,,USD,343.15,0.0,1,343.15,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-022,2023-01-31,0,,false,,USD,443.21,0.0,1,443.21,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-023,2023-01-31,0,,false,,USD,161.71,0.0,1,161.71,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-024,2023-01-31,0,,false,,USD,627.12,0.0,1,627.12,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-025,2023-01-31,0,,false,,USD,619.88,0.0,1,619.88,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-026,2023-01-31,0,,false,,USD,653.8,0.0,1,653.8,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-027,2023-01-31,0,,false,,USD,74.71,0.0,1,74.71,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-028,2023-01-31,0,,false,,USD,899.43,0.0,1,899.43,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-029,2023-01-31,0,,false,,USD,655.11,0.0,1,655.11,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-030,2023-01-31,0,,false,,USD,273.54,0.0,1,273.54,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-031,2023-01-31,0,,false,,USD,191.73,0.0,1,191.73,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-032,2023-01-31,0,,false,,USD,294.88,0.0,1,294.88,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-033,2023-01-31,0,,false,,USD,294.88,0.0,1,294.88,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-034,2023-01-31,0,,false,,USD,193.72,0.0,1,193.72,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-035,2023-01-31,0,,false,,USD,134.51,0.0,1,134.51,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-036,2023-01-31,0,,false,,USD,256.4,0.0,1,256.4,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-037,2023-01-31,0,,false,,USD,320.07,0.0,1,320.07,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-038,2023-01-31,0,,false,,USD,124.26,0.0,1,124.26,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-039,2023-01-31,0,,false,,USD,225.38,0.0,1,225.38,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-040,2023-01-31,0,,false,,USD,47.01,0.0,1,47.01,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-041,2023-01-31,0,,false,,USD,282.83,0.0,1,282.83,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-042,2023-01-31,0,,false,,USD,262.77,0.0,1,262.77,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-043,2023-01-31,0,,false,,USD,619.88,0.0,1,619.88,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-044,2023-01-31,0,,false,,USD,422.25,0.0,1,422.25,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-045,2023-01-31,0,,false,,USD,601.75,0.0,1,601.75,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-046,2023-01-31,0,,false,,USD,100.36,0.0,1,100.36,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-047,2023-01-31,0,,false,,USD,619.88,0.0,1,619.88,0.0,0.0,0.0,0.0,0.0
ABF - DSB0015-048,2023-01-31,0,,false,,USD,3159.49,0.0,1,3159.49,0.0,0.0,0.0,0.0,0.0
ABF - DSB0018-001,2023-01-31,0,,false,,USD,509.02,0.0,1,509.02,0.0,0.0,0.0,0.0,0.0
ABF - DSB0018-002,2023-01-31,0,,false,,USD,494.6,0.0,1,494.6,0.0,0.0,0.0,0.0,0.0
ABF - DSB0018-003,2023-01-31,0,,false,,USD,234.34,0.0,1,234.34,0.0,0.0,0.0,0.0,0.0
ABF - DSB0018-004,2023-01-31,0,,false,,USD,762.35,0.0,1,762.35,0.0,0.0,0.0,0.0,0.0
ABF - DSB0018-005,2023-01-31,0,,false,,USD,42.93,0.0,1,42.93,0.0,0.0,0.0,0.0,0.0
ABF - DSB0018-006,2023-01-31,0,,false,,USD,63.31,0.0,1,63.31,0.0,0.0,0.0,0.0,0.0
ABF - DSB0018-007,2023-01-31,0,,false,,USD,67.14,0.0,1,67.14,0.0,0.0,0.0,0.0,0.0
ABF - DSB0019-001,2023-01-31,0,,false,,USD,2489.59,0.0,1,2489.59,0.0,0.0,0.0,0.0,0.0
ABF - DSB0019-002,2023-01-31,0,,false,,USD,4154.06,0.0,1,4154.06,0.0,0.0,0.0,0.0,0.0
ABF - DSB0019-003,2023-01-31,0,,false,,USD,5690.49,0.0,1,5690.49,0.0,0.0,0.0,0.0,0.0
ABF - DSB0019-004,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0020-001,2023-01-31,0,,false,,USD,1469.64,0.0,1,1469.64,0.0,0.0,0.0,0.0,0.0
ABF - DSB0020-002,2023-01-31,0,,false,,USD,2275.69,0.0,1,2275.69,0.0,0.0,0.0,0.0,0.0
ABF - DSB0020-003,2023-01-31,0,,false,,USD,2885.73,0.0,1,2885.73,0.0,0.0,0.0,0.0,0.0
ABF - DSB0021-001,2023-01-31,0,,false,,USD,38.8,0.0,1,38.8,0.0,0.0,0.0,0.0,0.0
ABF - DSB0021-002,2023-01-31,0,,false,,USD,619.87,0.0,1,619.87,0.0,0.0,0.0,0.0,0.0
ABF - DSB0021-003,2023-01-31,0,,false,,USD,701.12,0.0,1,701.12,0.0,0.0,0.0,0.0,0.0
ABF - DSB0021-004,2023-01-31,0,,false,,USD,366.4,0.0,1,366.4,0.0,0.0,0.0,0.0,0.0
ABF - DSB0021-005,2023-01-31,0,,false,,USD,2483.23,0.0,1,2483.23,0.0,0.0,0.0,0.0,0.0
ABF - DSB0021-006,2023-01-31,0,,false,,USD,159.49,0.0,1,159.49,0.0,0.0,0.0,0.0,0.0
ABF - DSB0021-007,2023-01-31,0,,false,,USD,679.0,0.0,1,679.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0021-008,2023-01-31,0,,false,,USD,245.7,0.0,1,245.7,0.0,0.0,0.0,0.0,0.0
ABF - DSB0022-001,2023-01-31,0,,false,,USD,372.5,0.0,1,372.5,0.0,0.0,0.0,0.0,0.0
ABF - DSB0023-001,2023-01-31,0,,false,,USD,48452.27,0.0,1,48452.27,0.0,0.0,0.0,0.0,0.0
ABF - DSB0024-001,2023-01-31,0,,false,,USD,4390.0,0.0,1,4390.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0026-001,2023-01-31,0,,false,,USD,803.89,0.0,1,803.89,0.0,0.0,0.0,0.0,0.0
ABF - DSB0026-002,2023-01-31,0,,false,,USD,254.16,0.0,1,254.16,0.0,0.0,0.0,0.0,0.0
ABF - DSB0026-003,2023-01-31,0,,false,,USD,16.92,0.0,1,16.92,0.0,0.0,0.0,0.0,0.0
ABF - DSB0026-004,2023-01-31,0,,false,,USD,134.08,0.0,1,134.08,0.0,0.0,0.0,0.0,0.0
ABF - DSB0026-005,2023-01-31,0,,false,,USD,301.15,0.0,1,301.15,0.0,0.0,0.0,0.0,0.0
ABF - DSB0026-006,2023-01-31,0,,false,,USD,1699.56,0.0,1,1699.56,0.0,0.0,0.0,0.0,0.0
ABF - DSB0027-001,2023-01-31,0,,false,,USD,602.25,0.0,1,602.25,0.0,0.0,0.0,0.0,0.0
ABF - DSB0027-002,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0027-003,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0027-004,2023-01-31,0,,false,,USD,328.92,0.0,1,328.92,0.0,0.0,0.0,0.0,0.0
ABF - DSB0027-005,2023-01-31,0,,false,,USD,643.34,0.0,1,643.34,0.0,0.0,0.0,0.0,0.0
ABF - DSB0027-006,2023-01-31,0,,false,,USD,252.89,0.0,1,252.89,0.0,0.0,0.0,0.0,0.0
ABF - DSB0027-007,2023-01-31,0,,false,,USD,301.51,0.0,1,301.51,0.0,0.0,0.0,0.0,0.0
ABF - DSB0027-008,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0027-009,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0027-010,2023-01-31,0,,false,,USD,501.37,0.0,1,501.37,0.0,0.0,0.0,0.0,0.0
ABF - DSB0027-011,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0027-012,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0027-013,2023-01-31,0,,false,,USD,768.18,0.0,1,768.18,0.0,0.0,0.0,0.0,0.0
ABF - DSB0028-001,2023-01-31,0,,false,,USD,1556.27,0.0,1,1556.27,0.0,0.0,0.0,0.0,0.0
ABF - DSB0028-002,2023-01-31,0,,false,,USD,1164.88,0.0,1,1164.88,0.0,0.0,0.0,0.0,0.0
ABF - DSB0029-001,2023-01-31,0,,false,,USD,553.62,0.0,1,553.62,0.0,0.0,0.0,0.0,0.0
ABF - DSB0029-002,2023-01-31,0,,false,,USD,124.09,0.0,1,124.09,0.0,0.0,0.0,0.0,0.0
ABF - DSB0029-003,2023-01-31,0,,false,,USD,119.31,0.0,1,119.31,0.0,0.0,0.0,0.0,0.0
ABF - DSB0029-004,2023-01-31,0,,false,,USD,1520.46,0.0,1,1520.46,0.0,0.0,0.0,0.0,0.0
ABF - DSB0029-005,2023-01-31,0,,false,,USD,71.59,0.0,1,71.59,0.0,0.0,0.0,0.0,0.0
ABF - DSB0030-001,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0031-001,2023-01-31,0,,false,,USD,875.94,0.0,1,875.94,0.0,0.0,0.0,0.0,0.0
ABF - DSB0031-002,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0032-001,2023-01-31,0,,false,,USD,1017.54,0.0,1,1017.54,0.0,0.0,0.0,0.0,0.0
ABF - DSB0033-001,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0033-002,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0033-003,2023-01-31,0,,false,,USD,228.23,0.0,1,228.23,0.0,0.0,0.0,0.0,0.0
ABF - DSB0033-004,2023-01-31,0,,false,,USD,253.59,0.0,1,253.59,0.0,0.0,0.0,0.0,0.0
ABF - DSB0033-005,2023-01-31,0,,false,,USD,887.56,0.0,1,887.56,0.0,0.0,0.0,0.0,0.0
ABF - DSB0033-006,2023-01-31,0,,false,,USD,1998.28,0.0,1,1998.28,0.0,0.0,0.0,0.0,0.0
ABF - DSB0033-007,2023-01-31,0,,false,,USD,1622.97,0.0,1,1622.97,0.0,0.0,0.0,0.0,0.0
ABF - DSB0034-001,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0035-001,2023-01-31,0,,false,,USD,460.26,0.0,1,460.26,0.0,0.0,0.0,0.0,0.0
ABF - DSB0035-002,2023-01-31,0,,false,,USD,520.09,0.0,1,520.09,0.0,0.0,0.0,0.0,0.0
ABF - DSB0035-003,2023-01-31,0,,false,,USD,576.09,0.0,1,576.09,0.0,0.0,0.0,0.0,0.0
ABF - DSB0035-004,2023-01-31,0,,false,,USD,1496.35,0.0,1,1496.35,0.0,0.0,0.0,0.0,0.0
ABF - DSB0035-005,2023-01-31,0,,false,,USD,592.07,0.0,1,592.07,0.0,0.0,0.0,0.0,0.0
ABF - DSB0036-001,2023-01-31,0,,false,,USD,28.42,0.0,1,28.42,0.0,0.0,0.0,0.0,0.0
ABF - DSB0036-002,2023-01-31,0,,false,,USD,280.9,0.0,1,280.9,0.0,0.0,0.0,0.0,0.0
ABF - DSB0036-003,2023-01-31,0,,false,,USD,326.38,0.0,1,326.38,0.0,0.0,0.0,0.0,0.0
ABF - DSB0036-004,2023-01-31,0,,false,,USD,85.26,0.0,1,85.26,0.0,0.0,0.0,0.0,0.0
ABF - DSB0037-001,2023-01-31,0,,false,,USD,1923.01,0.0,1,1923.01,0.0,0.0,0.0,0.0,0.0
ABF - DSB0037-002,2023-01-31,0,,false,,USD,895.67,0.0,1,895.67,0.0,0.0,0.0,0.0,0.0
ABF - DSB0037-003,2023-01-31,0,,false,,USD,220.14,0.0,1,220.14,0.0,0.0,0.0,0.0,0.0
ABF - DSB0038-001,2023-01-31,0,,false,,USD,958.23,0.0,1,958.23,0.0,0.0,0.0,0.0,0.0
ABF - DSB0038A-002,2023-01-31,0,,false,,USD,1575.76,0.0,1,1575.76,0.0,0.0,0.0,0.0,0.0
ABF - DSB0039-001,2023-01-31,0,,false,,USD,1522.46,0.0,1,1522.46,0.0,0.0,0.0,0.0,0.0
ABF - DSB0039-002,2023-01-31,0,,false,,USD,4364.37,0.0,1,4364.37,0.0,0.0,0.0,0.0,0.0
ABF - DSB0039-003,2023-01-31,0,,false,,USD,228.37,0.0,1,228.37,0.0,0.0,0.0,0.0,0.0
ABF - DSB0039-004,2023-01-31,0,,false,,USD,3730.02,0.0,1,3730.02,0.0,0.0,0.0,0.0,0.0
ABF - DSB0039-005,2023-01-31,0,,false,,USD,1674.7,0.0,1,1674.7,0.0,0.0,0.0,0.0,0.0
ABF - DSB0040-001,2023-01-31,0,,false,,USD,752.2,0.0,1,752.2,0.0,0.0,0.0,0.0,0.0
ABF - DSB0040-002,2023-01-31,0,,false,,USD,752.2,0.0,1,752.2,0.0,0.0,0.0,0.0,0.0
ABF - DSB0041-001,2023-01-31,0,,false,,USD,415.0,0.0,1,415.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0042-001,2023-01-31,0,,false,,USD,1953.56,0.0,1,1953.56,0.0,0.0,0.0,0.0,0.0
ABF - DSB0042-002,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0042-003,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0043-001,2023-01-31,0,,false,,USD,1450.87,0.0,1,1450.87,0.0,0.0,0.0,0.0,0.0
ABF - DSB0043-002,2023-01-31,0,,false,,USD,1143.81,0.0,1,1143.81,0.0,0.0,0.0,0.0,0.0
ABF - DSB0043-003,2023-01-31,0,,false,,USD,506.65,0.0,1,506.65,0.0,0.0,0.0,0.0,0.0
ABF - DSB0043-004,2023-01-31,0,,false,,USD,2456.49,0.0,1,2456.49,0.0,0.0,0.0,0.0,0.0
ABF - DSB0043-005,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0044-001,2023-01-31,0,,false,,USD,4342.42,0.0,1,4342.42,0.0,0.0,0.0,0.0,0.0
ABF - DSB0044-002,2023-01-31,0,,false,,USD,35657.59,0.0,1,35657.59,0.0,0.0,0.0,0.0,0.0
ABF - DSB0045-001,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0046-001,2023-01-31,0,,false,,USD,6079.0,0.0,1,6079.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0048-001,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0049-001,2023-01-31,0,,false,,USD,1330.41,0.0,1,1330.41,0.0,0.0,0.0,0.0,0.0
ABF - DSB0050-001,2023-01-31,0,,false,,USD,1434.23,0.0,1,1434.23,0.0,0.0,0.0,0.0,0.0
ABF - DSB0051-001,2023-01-31,0,,false,,USD,630.65,0.0,1,630.65,0.0,0.0,0.0,0.0,0.0
ABF - DSB0052-001,2023-01-31,0,,false,,USD,71.57,0.0,1,71.57,0.0,0.0,0.0,0.0,0.0
ABF - DSB0052-002,2023-01-31,0,,false,,USD,111.88,0.0,1,111.88,0.0,0.0,0.0,0.0,0.0
ABF - DSB0052-003,2023-01-31,0,,false,,USD,301.04,0.0,1,301.04,0.0,0.0,0.0,0.0,0.0
ABF - DSB0052-004,2023-01-31,0,,false,,USD,54.89,0.0,1,54.89,0.0,0.0,0.0,0.0,0.0
ABF - DSB0052-005,2023-01-31,0,,false,,USD,353.52,0.0,1,353.52,0.0,0.0,0.0,0.0,0.0
ABF - DSB0052-006,2023-01-31,0,,false,,USD,289.68,0.0,1,289.68,0.0,0.0,0.0,0.0,0.0
ABF - DSB0052-007,2023-01-31,0,,false,,USD,419.6,0.0,1,419.6,0.0,0.0,0.0,0.0,0.0
ABF - DSB0052-008,2023-01-31,0,,false,,USD,683.62,0.0,1,683.62,0.0,0.0,0.0,0.0,0.0
ABF - DSB0053-001,2023-01-31,0,,false,,USD,1355.3,0.0,1,1355.3,0.0,0.0,0.0,0.0,0.0
ABF - DSB0053-002,2023-01-31,0,,false,,USD,160.38,0.0,1,160.38,0.0,0.0,0.0,0.0,0.0
ABF - DSB0054-001,2023-01-31,0,,false,,USD,497.61,0.0,1,497.61,0.0,0.0,0.0,0.0,0.0
ABF - DSB0054-002,2023-01-31,0,,false,,USD,216.96,0.0,1,216.96,0.0,0.0,0.0,0.0,0.0
ABF - DSB0054-003,2023-01-31,0,,false,,USD,221.5,0.0,1,221.5,0.0,0.0,0.0,0.0,0.0
ABF - DSB0054-004,2023-01-31,0,,false,,USD,289.09,0.0,1,289.09,0.0,0.0,0.0,0.0,0.0
ABF - DSB0054-005,2023-01-31,0,,false,,USD,125.28,0.0,1,125.28,0.0,0.0,0.0,0.0,0.0
ABF - DSB0054-006,2023-01-31,0,,false,,USD,323.54,0.0,1,323.54,0.0,0.0,0.0,0.0,0.0
ABF - DSB0054-007,2023-01-31,0,,false,,USD,157.67,0.0,1,157.67,0.0,0.0,0.0,0.0,0.0
ABF - DSB0054-008,2023-01-31,0,,false,,USD,177.03,0.0,1,177.03,0.0,0.0,0.0,0.0,0.0
ABF - DSB0054-009,2023-01-31,0,,false,,USD,43.06,0.0,1,43.06,0.0,0.0,0.0,0.0,0.0
ABF - DSB0054-010,2023-01-31,0,,false,,USD,16.4,0.0,1,16.4,0.0,0.0,0.0,0.0,0.0
ABF - DSB0054-011,2023-01-31,0,,false,,USD,62.2,0.0,1,62.2,0.0,0.0,0.0,0.0,0.0
ABF - DSB0054-012,2023-01-31,0,,false,,USD,936.48,0.0,1,936.48,0.0,0.0,0.0,0.0,0.0
ABF - DSB0054-013,2023-01-31,0,,false,,USD,347.87,0.0,1,347.87,0.0,0.0,0.0,0.0,0.0
ABF - DSB0054-014,2023-01-31,0,,false,,USD,620.6,0.0,1,620.6,0.0,0.0,0.0,0.0,0.0
ABF - DSB0055-001,2023-01-31,0,,false,,USD,1238.75,0.0,1,1238.75,0.0,0.0,0.0,0.0,0.0
ABF - DSB0056-001,2023-01-31,0,,false,,USD,2696.29,0.0,1,2696.29,0.0,0.0,0.0,0.0,0.0
ABF - DSB0057-001,2023-01-31,0,,false,,USD,2509.5,0.0,1,2509.5,0.0,0.0,0.0,0.0,0.0
ABF - DSB0058-001,2023-01-31,0,,false,,USD,208.63,0.0,1,208.63,0.0,0.0,0.0,0.0,0.0
ABF - DSB0058-002,2023-01-31,0,,false,,USD,11.86,0.0,1,11.86,0.0,0.0,0.0,0.0,0.0
ABF - DSB0058-003,2023-01-31,0,,false,,USD,98.62,0.0,1,98.62,0.0,0.0,0.0,0.0,0.0
ABF - DSB0058-004,2023-01-31,0,,false,,USD,249.4,0.0,1,249.4,0.0,0.0,0.0,0.0,0.0
ABF - DSB0058-005,2023-01-31,0,,false,,USD,85.35,0.0,1,85.35,0.0,0.0,0.0,0.0,0.0
ABF - DSB0058-006,2023-01-31,0,,false,,USD,123.28,0.0,1,123.28,0.0,0.0,0.0,0.0,0.0
ABF - DSB0059-001,2023-01-31,0,,false,,USD,3386.83,0.0,1,3386.83,0.0,0.0,0.0,0.0,0.0
ABF - DSB0060-001,2023-01-31,0,,false,,USD,9285.53,0.0,1,9285.53,0.0,0.0,0.0,0.0,0.0
ABF - DSB0061-001,2023-01-31,0,,false,,USD,989.4,0.0,1,989.4,0.0,0.0,0.0,0.0,0.0
ABF - DSB0062-001,2023-01-31,0,,false,,USD,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
ABF - DSB0063-001,2023-01-31,0,,false,,USD,856.39,0.0,1,856.39,0.0,0.0,0.0,0.0,0.0
ABF - DSB0064-001,2023-01-31,0,,false,,USD,515.8,0.0,1,515.8,0.0,0.0,0.0,0.0,0.0
ABF - DSB0064-002,2023-01-31,0,,false,,USD,206.32,0.0,1,206.32,0.0,0.0,0.0,0.0,0.0
ABF - DSB0064-003,2023-01-31,0,,false,,USD,187.56,0.0,1,187.56,0.0,0.0,0.0,0.0,0.0
ABF - DSB0064-004,2023-01-31,0,,false,,USD,81.61,0.0,1,81.61,0.0,0.0,0.0,0.0,0.0
ABF - DSB0065-001,2023-01-31,0,,false,,USD,60.49,0.0,1,60.49,0.0,0.0,0.0,0.0,0.0
ABF - DSB0065-002,2023-01-31,0,,false,,USD,498.03,0.0,1,498.03,0.0,0.0,0.0,0.0,0.0
ABF - DSB0065-003,2023-01-31,0,,false,,USD,762.68,0.0,1,762.68,0.0,0.0,0.0,0.0,0.0
ABF - DSB0065-004,2023-01-31,0,,false,,USD,528.22,0.0,1,528.22,0.0,0.0,0.0,0.0,0.0
ABF - DSB0065-005,2023-01-31,0,,false,,USD,419.76,0.0,1,419.76,0.0,0.0,0.0,0.0,0.0
ABF - DSB0065-006,2023-01-31,0,,false,,USD,123.8,0.0,1,123.8,0.0,0.0,0.0,0.0,0.0
ABF - DSB0065-007,2023-01-31,0,,false,,USD,131.2,0.0,1,131.2,0.0,0.0,0.0,0.0,0.0
ABF - DSB0065-008,2023-01-31,0,,false,,USD,453.37,0.0,1,453.37,0.0,0.0,0.0,0.0,0.0
ABF - DSB0065-009,2023-01-31,0,,false,,USD,177.5,0.0,1,177.5,0.0,0.0,0.0,0.0,0.0
