loan_id,transaction_type,date_paid,principal,interest,other,fees,to_tax,add_balance,reduce_balance,currency
ABF - DSB2144-029,DISBURSEMENT,2024-08-14,410.11,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-030,DISBURSEMENT,2024-08-14,863.78,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-031,DISBURSEMENT,2024-08-14,170.88,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-032,DISBURSEMENT,2024-08-14,938.13,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-033,DISBURSEMENT,2024-08-14,205.06,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-034,DISBURSEMENT,2024-08-14,5774.44,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-035,DISBURSEMENT,2024-08-14,528.43,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-036,DISBURSEMENT,2024-08-14,487.01,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-037,DISBURSEMENT,2024-08-14,1138.06,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-038,DISBURSEMENT,2024-08-14,1138.06,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-039,DISBURSEMENT,2024-08-14,101.62,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-040,DISBURSEMENT,2024-08-14,110.69,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-041,DISBURSEMENT,2024-08-14,355.67,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-042,DISBURSEMENT,2024-08-14,381.08,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-043,DISBURSEMENT,2024-08-14,522.89,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-044,DISBURSEMENT,2024-08-14,711.34,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-045,DISBURSEMENT,2024-08-14,230.69,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-046,DISBURSEMENT,2024-08-14,355.67,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-047,DISBURSEMENT,2024-08-14,609.72,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-048,DISBURSEMENT,2024-08-14,304.86,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-049,DISBURSEMENT,2024-08-14,256.32,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-050,DISBURSEMENT,2024-08-14,563.9,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-051,DISBURSEMENT,2024-08-14,543.4,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-052,DISBURSEMENT,2024-08-14,543.4,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-053,DISBURSEMENT,2024-08-14,543.4,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-054,DISBURSEMENT,2024-08-14,440.87,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-055,DISBURSEMENT,2024-08-14,143.54,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2144-056,DISBURSEMENT,2024-08-14,76.9,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2145-001,DISBURSEMENT,2024-08-14,190.62,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2145-002,DISBURSEMENT,2024-08-14,354.89,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2145-003,DISBURSEMENT,2024-08-14,2357.46,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2146-001,DISBURSEMENT,2024-08-14,883.65,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2146-002,DISBURSEMENT,2024-08-14,365.78,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2146-003,DISBURSEMENT,2024-08-14,617.83,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2147-001,DISBURSEMENT,2024-08-14,7894.12,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2148-001,DISBURSEMENT,2024-08-14,43475.5,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2148-002,DISBURSEMENT,2024-08-14,4595.26,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0018-001,PAYMENT,2024-08-14,1347.94,442.0,0.0,578.0,132.6,0.0,0.0,USD
ABT - DSB0114-001,PAYMENT,2024-08-14,10686.65,10.54,0.0,687.55,90.75,0.0,0.0,USD
ABT - DSB0221-001,PAYMENT,2024-08-14,15035.28,0.0,0.0,632.5,82.23,0.0,0.0,USD
ABT - DSB0311-001,DISBURSEMENT,2024-08-14,5100.55,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0312-001,DISBURSEMENT,2024-08-14,582.34,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0313-001,DISBURSEMENT,2024-08-14,4873.28,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0314-001,DISBURSEMENT,2024-08-14,873.58,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0314-002,DISBURSEMENT,2024-08-14,873.58,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0315-001,DISBURSEMENT,2024-08-14,921.45,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0315-002,DISBURSEMENT,2024-08-14,1707.01,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0315-003,DISBURSEMENT,2024-08-14,911.53,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0315-004,DISBURSEMENT,2024-08-14,743.1,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0316-001,DISBURSEMENT,2024-08-14,1281.91,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB1894-003,PAYMENT,2024-08-15,15.61,-13.58,0.0,0.0,-2.03,0.0,0.0,USD
ABF - DSB1928-001,PAYMENT,2024-08-15,2324.17,234.36,0.0,13.27,32.2,0.0,0.0,USD
ABF - DSB1948-001,PAYMENT,2024-08-15,1319.67,113.05,0.0,13.27,16.43,0.0,0.0,USD
ABF - DSB1967-001,PAYMENT,2024-08-15,456.48,54.88,0.0,8.85,8.28,0.0,0.0,USD
ABF - DSB1975-001,PAYMENT,2024-08-15,589.76,70.56,0.0,8.85,10.32,0.0,0.0,USD
ABF - DSB1984-001,PAYMENT,2024-08-15,573.62,48.09,0.0,1.98,6.51,0.0,0.0,USD
ABF - DSB1984-002,PAYMENT,2024-08-15,786.82,65.97,0.0,2.71,8.93,0.0,0.0,USD
ABF - DSB1984-003,PAYMENT,2024-08-15,786.82,65.97,0.0,2.71,8.93,0.0,0.0,USD
ABF - DSB1984-004,PAYMENT,2024-08-15,355.34,29.79,0.0,1.22,4.03,0.0,0.0,USD
ABF - DSB1984-005,PAYMENT,2024-08-15,177.67,14.9,0.0,0.61,2.02,0.0,0.0,USD
ABF - DSB1984A-006,PAYMENT,2024-08-15,284.27,23.83,0.0,0.98,3.23,0.0,0.0,USD
ABF - DSB1984A-007,PAYMENT,2024-08-15,888.34,74.48,0.0,3.06,10.08,0.0,0.0,USD
ABF - DSB2022-001,PAYMENT,2024-08-15,9274.0,600.0,0.0,42.48,83.52,0.0,0.0,USD
ABF - DSB2033-005,PAYMENT,2024-08-15,689.71,41.13,0.0,2.96,5.73,0.0,0.0,USD
ABF - DSB2033-007,PAYMENT,2024-08-15,549.74,32.78,0.0,2.36,4.57,0.0,0.0,USD
ABF - DSB2054-001,PAYMENT,2024-08-15,854.97,60.99,0.0,8.03,8.97,0.0,0.0,USD
ABF - DSB2070-001,PAYMENT,2024-08-15,365.23,15.55,0.0,1.75,2.25,0.0,0.0,USD
ABF - DSB2070-002,PAYMENT,2024-08-15,568.12,24.19,0.0,2.73,3.49,0.0,0.0,USD
ABF - DSB2070-003,PAYMENT,2024-08-15,773.43,32.93,0.0,3.72,4.76,0.0,0.0,USD
ABF - DSB2070-004,PAYMENT,2024-08-15,457.35,17.32,0.0,3.72,2.73,0.0,0.0,USD
ABF - DSB2084-001,PAYMENT,2024-08-15,3422.06,161.74,0.0,13.27,22.76,0.0,0.0,USD
ABF - DSB2126-001,PAYMENT,2024-08-15,2267.25,67.13,0.0,13.27,10.46,0.0,0.0,USD
ABF - DSB2149-001,DISBURSEMENT,2024-08-15,4170.91,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2150-001,DISBURSEMENT,2024-08-15,14417.34,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2151-001,DISBURSEMENT,2024-08-15,647.67,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2151-002,DISBURSEMENT,2024-08-15,789.26,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2151-003,DISBURSEMENT,2024-08-15,634.97,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2151-004,DISBURSEMENT,2024-08-15,908.85,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2151-005,DISBURSEMENT,2024-08-15,505.18,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2151-006,DISBURSEMENT,2024-08-15,272.02,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2152-001,DISBURSEMENT,2024-08-15,2840.9,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2153-001,DISBURSEMENT,2024-08-15,1042.15,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2153-002,DISBURSEMENT,2024-08-15,905.5,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2154-001,DISBURSEMENT,2024-08-15,1065.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2156-001,DISBURSEMENT,2024-08-15,2147.24,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2157-001,DISBURSEMENT,2024-08-15,488.52,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2158-001,DISBURSEMENT,2024-08-15,7849.08,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0073-001,PAYMENT,2024-08-15,795.69,0.0,0.0,117.61,15.29,0.0,0.0,USD
ABT - DSB0073-002,PAYMENT,2024-08-15,353.64,0.0,0.0,52.27,6.8,0.0,0.0,USD
ABT - DSB0206-001,PAYMENT,2024-08-15,2439.15,25.12,0.0,180.6,26.75,0.0,0.0,USD
ABT - DSB0281-001,PAYMENT,2024-08-15,1418.41,0.0,0.0,115.22,14.98,0.0,0.0,USD
ABT - DSB0318-001,DISBURSEMENT,2024-08-15,11668.7,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0318-002,DISBURSEMENT,2024-08-15,4297.85,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0318-003,DISBURSEMENT,2024-08-15,8300.49,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0319-001,DISBURSEMENT,2024-08-15,1942.27,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0319-002,DISBURSEMENT,2024-08-15,2982.16,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0319-003,DISBURSEMENT,2024-08-15,3884.55,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0320-001,DISBURSEMENT,2024-08-15,2044.61,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0321-001,DISBURSEMENT,2024-08-15,5794.69,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0323-001,DISBURSEMENT,2024-08-15,6178.58,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0324-001,DISBURSEMENT,2024-08-15,19641.63,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0325-001,DISBURSEMENT,2024-08-15,96.32,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0325-002,DISBURSEMENT,2024-08-15,43.35,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0325-003,DISBURSEMENT,2024-08-15,168.56,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0325-004,DISBURSEMENT,2024-08-15,86.69,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0325-005,DISBURSEMENT,2024-08-15,5966.74,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0325-006,DISBURSEMENT,2024-08-15,1284.04,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB1894-002,PAYMENT,2024-08-16,867.25,98.4,0.0,4.91,13.43,0.0,0.0,USD
ABF - DSB1905-001,PAYMENT,2024-08-16,2376.16,239.27,0.0,10.62,32.48,0.0,0.0,USD
ABF - DSB1905-002,PAYMENT,2024-08-16,1695.99,170.78,0.0,7.58,23.19,0.0,0.0,USD
ABF - DSB1905-003,PAYMENT,2024-08-16,1868.23,188.12,0.0,8.35,25.55,0.0,0.0,USD
ABF - DSB1928-001,PAYMENT,2024-08-16,30.47,-26.51,0.0,0.0,-3.96,0.0,0.0,USD
ABF - DSB1933-001,PAYMENT,2024-08-16,3947.07,466.13,0.0,13.27,62.33,0.0,0.0,USD
ABF - DSB1971-001,PAYMENT,2024-08-16,255.99,24.19,0.0,0.87,3.25,0.0,0.0,USD
ABF - DSB1971-004,PAYMENT,2024-08-16,383.98,36.28,0.0,1.3,4.89,0.0,0.0,USD
ABF - DSB2024-001,PAYMENT,2024-08-16,2790.78,229.92,0.0,13.27,31.62,0.0,0.0,USD
ABF - DSB2032-003,PAYMENT,2024-08-16,996.67,59.4,0.0,3.83,8.22,0.0,0.0,USD
ABF - DSB2032-004,PAYMENT,2024-08-16,996.67,59.4,0.0,3.83,8.22,0.0,0.0,USD
ABF - DSB2033-003,PAYMENT,2024-08-16,3172.35,189.16,0.0,13.61,26.36,0.0,0.0,USD
ABF - DSB2035-001,PAYMENT,2024-08-16,3156.35,188.19,0.0,13.27,26.19,0.0,0.0,USD
ABF - DSB2052-001,PAYMENT,2024-08-16,1267.82,75.6,0.0,5.47,10.54,0.0,0.0,USD
ABF - DSB2066-001,PAYMENT,2024-08-16,655.53,31.25,0.0,7.6,5.05,0.0,0.0,USD
ABF - DSB2105-006,PAYMENT,2024-08-16,178.38,8.43,0.0,0.59,1.18,0.0,0.0,USD
ABF - DSB2125-004,PAYMENT,2024-08-16,255.81,7.63,0.0,3.12,1.4,0.0,0.0,USD
ABF - DSB2159-001,DISBURSEMENT,2024-08-16,1924.28,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-001,DISBURSEMENT,2024-08-16,681.91,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-002,DISBURSEMENT,2024-08-16,104.46,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-003,DISBURSEMENT,2024-08-16,39.22,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-004,DISBURSEMENT,2024-08-16,290.7,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-005,DISBURSEMENT,2024-08-16,82.81,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-006,DISBURSEMENT,2024-08-16,613.58,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-007,DISBURSEMENT,2024-08-16,353.9,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-008,DISBURSEMENT,2024-08-16,1633.2,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-009,DISBURSEMENT,2024-08-16,43.36,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-010,DISBURSEMENT,2024-08-16,353.9,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-011,DISBURSEMENT,2024-08-16,1633.2,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-012,DISBURSEMENT,2024-08-16,39.22,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-013,DISBURSEMENT,2024-08-16,27.68,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-014,DISBURSEMENT,2024-08-16,30.51,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-015,DISBURSEMENT,2024-08-16,107.18,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-016,DISBURSEMENT,2024-08-16,159.69,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-017,DISBURSEMENT,2024-08-16,812.83,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-018,DISBURSEMENT,2024-08-16,133.79,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-019,DISBURSEMENT,2024-08-16,732.79,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-020,DISBURSEMENT,2024-08-16,30.51,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-021,DISBURSEMENT,2024-08-16,583.78,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-022,DISBURSEMENT,2024-08-16,2121.32,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-023,DISBURSEMENT,2024-08-16,74.09,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-024,DISBURSEMENT,2024-08-16,198.32,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-025,DISBURSEMENT,2024-08-16,30.51,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-026,DISBURSEMENT,2024-08-16,183.7,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-027,DISBURSEMENT,2024-08-16,74.09,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-028,DISBURSEMENT,2024-08-16,1166.64,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-029,DISBURSEMENT,2024-08-16,74.09,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-030,DISBURSEMENT,2024-08-16,59.44,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-031,DISBURSEMENT,2024-08-16,284.85,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-032,DISBURSEMENT,2024-08-16,93.71,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-033,DISBURSEMENT,2024-08-16,729.1,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-034,DISBURSEMENT,2024-08-16,56.66,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-035,DISBURSEMENT,2024-08-16,40.16,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-036,DISBURSEMENT,2024-08-16,89.75,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-037,DISBURSEMENT,2024-08-16,30.51,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-038,DISBURSEMENT,2024-08-16,1071.74,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-039,DISBURSEMENT,2024-08-16,492.01,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-040,DISBURSEMENT,2024-08-16,39.22,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-041,DISBURSEMENT,2024-08-16,384.58,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-042,DISBURSEMENT,2024-08-16,228.74,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-043,DISBURSEMENT,2024-08-16,1537.6,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-044,DISBURSEMENT,2024-08-16,457.48,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-045,DISBURSEMENT,2024-08-16,98.99,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-046,DISBURSEMENT,2024-08-16,30.51,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-047,DISBURSEMENT,2024-08-16,260.21,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-048,DISBURSEMENT,2024-08-16,366.85,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-049,DISBURSEMENT,2024-08-16,64.95,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2160-050,DISBURSEMENT,2024-08-16,366.85,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2161-001,DISBURSEMENT,2024-08-16,456.36,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2161-002,DISBURSEMENT,2024-08-16,116.64,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2161-003,DISBURSEMENT,2024-08-16,240.86,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2161-004,DISBURSEMENT,2024-08-16,290.85,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2161-005,DISBURSEMENT,2024-08-16,689.62,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2161-006,DISBURSEMENT,2024-08-16,750.62,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2161-007,DISBURSEMENT,2024-08-16,462.7,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2162-001,DISBURSEMENT,2024-08-16,842.6,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2162-002,DISBURSEMENT,2024-08-16,1855.61,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2163-001,DISBURSEMENT,2024-08-16,989.74,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2163-002,DISBURSEMENT,2024-08-16,426.61,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2163-003,DISBURSEMENT,2024-08-16,742.59,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2163-004,DISBURSEMENT,2024-08-16,711.02,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2163-005,DISBURSEMENT,2024-08-16,711.02,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2164-001,DISBURSEMENT,2024-08-16,79.21,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2164-002,DISBURSEMENT,2024-08-16,251.73,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0014-001,PAYMENT,2024-08-16,193.79,43.32,0.0,73.15,15.14,0.0,0.0,USD
ABT - DSB0102-001,PAYMENT,2024-08-16,10330.96,477.84,0.0,413.38,115.86,0.0,0.0,USD
ABT - DSB0160-001,PAYMENT,2024-08-16,695.01,92.41,0.0,85.46,23.12,0.0,0.0,USD
ABT - DSB0162-001,PAYMENT,2024-08-16,738.76,63.14,0.0,123.58,24.28,0.0,0.0,USD
ABT - DSB0223-004,PAYMENT,2024-08-16,610.05,4.41,0.0,45.13,6.44,0.0,0.0,USD
ABT - DSB0223-009,PAYMENT,2024-08-16,255.91,1.85,0.0,18.93,2.7,0.0,0.0,USD
ABT - DSB0230-001,PAYMENT,2024-08-16,1302.44,1.83,0.0,98.89,13.1,0.0,0.0,USD
ABT - DSB0242-001,PAYMENT,2024-08-16,873.47,0.0,0.0,56.61,7.36,0.0,0.0,USD
ABT - DSB0242-002,PAYMENT,2024-08-16,1167.63,0.0,0.0,75.68,9.84,0.0,0.0,USD
ABT - DSB0242-003,PAYMENT,2024-08-16,779.54,0.0,0.0,50.53,6.57,0.0,0.0,USD
ABT - DSB0290-002,PAYMENT,2024-08-16,84.44,0.0,0.0,10.3,1.34,0.0,0.0,USD
ABT - DSB0290-003,PAYMENT,2024-08-16,107.57,0.0,0.0,13.12,1.71,0.0,0.0,USD
ABT - DSB0329-001,DISBURSEMENT,2024-08-16,460.42,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0329-002,DISBURSEMENT,2024-08-16,244.01,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0329-003,DISBURSEMENT,2024-08-16,356.21,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0329-004,DISBURSEMENT,2024-08-16,252.13,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0329-005,DISBURSEMENT,2024-08-16,972.48,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0330-001,DISBURSEMENT,2024-08-16,219.1,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0330-002,DISBURSEMENT,2024-08-16,715.71,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0335-001,DISBURSEMENT,2024-08-16,5715.26,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB1894-002,PAYMENT,2024-08-17,14.2,1.6,0.0,0.0,0.21,0.0,0.0,USD
ABT - DSB0160-001,PAYMENT,2024-08-17,24.48,-21.3,0.0,0.0,-3.18,0.0,0.0,USD
ABF - DSB1894-002,PAYMENT,2024-08-18,13.0,-11.31,0.0,0.0,-1.69,0.0,0.0,USD
ABT - DSB0206-001,PAYMENT,2024-08-18,294.56,2.41,0.0,0.0,0.31,0.0,0.0,USD
ABF - DSB1905-001,PAYMENT,2024-08-19,28.27,2.83,0.0,0.0,0.37,0.0,0.0,USD
ABF - DSB1905-002,PAYMENT,2024-08-19,20.18,2.02,0.0,0.0,0.26,0.0,0.0,USD
ABF - DSB1905-003,PAYMENT,2024-08-19,22.23,2.23,0.0,0.0,0.29,0.0,0.0,USD
ABF - DSB1911-019,PAYMENT,2024-08-19,126.82,12.71,0.0,0.0,1.65,0.0,0.0,USD
ABF - DSB1949-001,PAYMENT,2024-08-19,13623.9,1159.11,0.0,53.1,157.58,0.0,0.0,USD
ABF - DSB1995-003,PAYMENT,2024-08-19,1699.78,161.28,0.0,12.23,22.56,0.0,0.0,USD
ABF - DSB2013-001,PAYMENT,2024-08-19,3221.8,304.64,0.0,13.27,41.33,0.0,0.0,USD
ABF - DSB2016-001,PAYMENT,2024-08-19,1097.21,73.64,0.0,6.59,10.43,0.0,0.0,USD
ABF - DSB2165-001,DISBURSEMENT,2024-08-19,2412.6,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2167-001,DISBURSEMENT,2024-08-19,1057.06,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2167-002,DISBURSEMENT,2024-08-19,1988.1,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2168-001,DISBURSEMENT,2024-08-19,895.3,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2168-002,DISBURSEMENT,2024-08-19,895.3,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2168-003,DISBURSEMENT,2024-08-19,1066.3,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2169-001,DISBURSEMENT,2024-08-19,2427.47,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB2170-001,DISBURSEMENT,2024-08-19,2692.39,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0127-001,PAYMENT,2024-08-19,777.38,33.3,0.0,50.54,10.9,0.0,0.0,USD
ABT - DSB0127-002,PAYMENT,2024-08-19,1557.84,66.74,0.0,101.28,21.85,0.0,0.0,USD
ABT - DSB0144-001,PAYMENT,2024-08-19,1090.63,0.0,0.0,148.84,19.35,0.0,0.0,USD
