loan_id,transaction_type,date_paid,principal,interest,other,fees,to_tax,add_balance,reduce_balance,currency
ABF - DSB0007-001,DISBURSEMENT,2023-01-03,2535.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0008-001,DISBURSEMENT,2023-01-03,3385.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0009-001,DISBURSEMENT,2023-01-03,546.92,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0010-001,DISBURSEMENT,2023-01-03,1604.67,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0011-001,DISBURSEMENT,2023-01-03,1145.64,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0011-002,DISBURSEMENT,2023-01-03,572.82,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0011-003,DISBURSEMENT,2023-01-03,847.6,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0011-004,DISBURSEMENT,2023-01-03,170.47,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0011-005,DISBURSEMENT,2023-01-03,124.21,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0012-001,DISBURSEMENT,2023-01-04,71.6,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0012-002,DISBURSEMENT,2023-01-04,289.06,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0012-003,DISBURSEMENT,2023-01-04,300.33,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0012-004,DISBURSEMENT,2023-01-04,52.5,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0012-005,DISBURSEMENT,2023-01-04,182.55,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0012-006,DISBURSEMENT,2023-01-04,16.9,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0012-007,DISBURSEMENT,2023-01-04,316.46,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0012-008,DISBURSEMENT,2023-01-04,418.59,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0012-009,DISBURSEMENT,2023-01-04,462.87,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0012-010,DISBURSEMENT,2023-01-04,327.78,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0013-001,DISBURSEMENT,2023-01-04,2028.12,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0014-001,DISBURSEMENT,2023-01-04,12702.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-001,DISBURSEMENT,2023-01-05,203.59,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-002,DISBURSEMENT,2023-01-05,619.88,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-003,DISBURSEMENT,2023-01-05,62.13,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-004,DISBURSEMENT,2023-01-05,218.62,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-005,DISBURSEMENT,2023-01-05,439.79,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-006,DISBURSEMENT,2023-01-05,418.5,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-007,DISBURSEMENT,2023-01-05,146.54,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-008,DISBURSEMENT,2023-01-05,313.51,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-009,DISBURSEMENT,2023-01-05,162.1,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-010,DISBURSEMENT,2023-01-05,225.38,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-011,DISBURSEMENT,2023-01-05,331.73,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-012,DISBURSEMENT,2023-01-05,172.91,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-013,DISBURSEMENT,2023-01-05,138.53,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-014,DISBURSEMENT,2023-01-05,251.87,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-015,DISBURSEMENT,2023-01-05,62.13,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-016,DISBURSEMENT,2023-01-05,297.84,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-017,DISBURSEMENT,2023-01-05,139.05,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-018,DISBURSEMENT,2023-01-05,68.42,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-019,DISBURSEMENT,2023-01-05,78.07,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-020,DISBURSEMENT,2023-01-05,171.25,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-021,DISBURSEMENT,2023-01-05,343.15,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-022,DISBURSEMENT,2023-01-05,443.21,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-023,DISBURSEMENT,2023-01-05,161.71,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-024,DISBURSEMENT,2023-01-05,627.12,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-025,DISBURSEMENT,2023-01-05,619.88,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-026,DISBURSEMENT,2023-01-05,653.8,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-027,DISBURSEMENT,2023-01-05,74.71,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-028,DISBURSEMENT,2023-01-05,899.43,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-029,DISBURSEMENT,2023-01-05,655.11,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-030,DISBURSEMENT,2023-01-05,273.54,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-031,DISBURSEMENT,2023-01-05,191.73,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-032,DISBURSEMENT,2023-01-05,294.88,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-033,DISBURSEMENT,2023-01-05,294.88,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-034,DISBURSEMENT,2023-01-05,193.72,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-035,DISBURSEMENT,2023-01-05,134.51,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-036,DISBURSEMENT,2023-01-05,256.4,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-037,DISBURSEMENT,2023-01-05,320.07,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-038,DISBURSEMENT,2023-01-05,124.26,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-039,DISBURSEMENT,2023-01-05,225.38,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-040,DISBURSEMENT,2023-01-05,47.01,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-041,DISBURSEMENT,2023-01-05,282.83,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-042,DISBURSEMENT,2023-01-05,262.77,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-043,DISBURSEMENT,2023-01-05,619.88,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-044,DISBURSEMENT,2023-01-05,422.25,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-045,DISBURSEMENT,2023-01-05,601.75,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-046,DISBURSEMENT,2023-01-05,100.36,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-047,DISBURSEMENT,2023-01-05,619.88,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0015-048,DISBURSEMENT,2023-01-05,3159.49,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0018-001,DISBURSEMENT,2023-01-05,509.02,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0018-002,DISBURSEMENT,2023-01-05,494.6,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0018-003,DISBURSEMENT,2023-01-05,234.34,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0018-004,DISBURSEMENT,2023-01-05,762.35,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0018-005,DISBURSEMENT,2023-01-05,42.93,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0018-006,DISBURSEMENT,2023-01-05,63.31,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0018-007,DISBURSEMENT,2023-01-05,67.14,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0019-001,DISBURSEMENT,2023-01-05,2489.59,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0019-002,DISBURSEMENT,2023-01-05,4154.06,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0019-003,DISBURSEMENT,2023-01-05,5690.49,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0019-004,DISBURSEMENT,2023-01-05,367.85,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0020-001,DISBURSEMENT,2023-01-05,1469.64,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0020-002,DISBURSEMENT,2023-01-05,2275.69,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0020-003,DISBURSEMENT,2023-01-05,2885.73,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0021-001,DISBURSEMENT,2023-01-05,38.8,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0021-002,DISBURSEMENT,2023-01-05,619.87,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0021-003,DISBURSEMENT,2023-01-05,701.12,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0021-004,DISBURSEMENT,2023-01-05,366.4,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0021-005,DISBURSEMENT,2023-01-05,2483.23,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0021-006,DISBURSEMENT,2023-01-05,159.49,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0021-007,DISBURSEMENT,2023-01-05,679.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0021-008,DISBURSEMENT,2023-01-05,245.7,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0022-001,DISBURSEMENT,2023-01-05,372.5,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0023-001,DISBURSEMENT,2023-01-06,48452.27,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0024-001,DISBURSEMENT,2023-01-06,4390.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0026-001,DISBURSEMENT,2023-01-06,803.89,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0026-002,DISBURSEMENT,2023-01-06,254.16,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0026-003,DISBURSEMENT,2023-01-06,16.92,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0026-004,DISBURSEMENT,2023-01-06,134.08,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0026-005,DISBURSEMENT,2023-01-06,301.15,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0026-006,DISBURSEMENT,2023-01-06,1699.56,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0027-001,DISBURSEMENT,2023-01-07,602.25,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0027-002,DISBURSEMENT,2023-01-07,484.6,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0027-003,DISBURSEMENT,2023-01-07,252.89,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0027-004,DISBURSEMENT,2023-01-07,328.92,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0027-005,DISBURSEMENT,2023-01-07,643.34,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0027-006,DISBURSEMENT,2023-01-07,252.89,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0027-007,DISBURSEMENT,2023-01-07,301.51,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0027-008,DISBURSEMENT,2023-01-07,647.48,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0027-009,DISBURSEMENT,2023-01-07,670.01,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0027-010,DISBURSEMENT,2023-01-07,501.37,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0027-011,DISBURSEMENT,2023-01-07,1076.08,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0027-012,DISBURSEMENT,2023-01-07,1030.4,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0027-013,DISBURSEMENT,2023-01-07,768.18,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0028-001,DISBURSEMENT,2023-01-07,1556.27,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0028-002,DISBURSEMENT,2023-01-07,1164.88,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0029-001,DISBURSEMENT,2023-01-07,553.62,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0029-002,DISBURSEMENT,2023-01-07,124.09,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0029-003,DISBURSEMENT,2023-01-07,119.31,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0029-004,DISBURSEMENT,2023-01-07,1520.46,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0029-005,DISBURSEMENT,2023-01-07,71.59,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0030-001,DISBURSEMENT,2023-01-09,2873.28,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0031-001,DISBURSEMENT,2023-01-09,875.94,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0031-002,DISBURSEMENT,2023-01-09,935.8,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0032-001,DISBURSEMENT,2023-01-09,1017.54,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0033-001,DISBURSEMENT,2023-01-10,126.79,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0033-002,DISBURSEMENT,2023-01-10,1166.51,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0033-003,DISBURSEMENT,2023-01-10,228.23,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0033-004,DISBURSEMENT,2023-01-10,253.59,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0033-005,DISBURSEMENT,2023-01-10,887.56,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0033-006,DISBURSEMENT,2023-01-10,1998.28,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0033-007,DISBURSEMENT,2023-01-10,1622.97,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0034-001,DISBURSEMENT,2023-01-11,5132.1,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0035-001,DISBURSEMENT,2023-01-11,460.26,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0035-002,DISBURSEMENT,2023-01-11,520.09,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0035-003,DISBURSEMENT,2023-01-11,576.09,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0035-004,DISBURSEMENT,2023-01-11,1496.35,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0035-005,DISBURSEMENT,2023-01-11,592.07,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0036-001,DISBURSEMENT,2023-01-12,28.42,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0036-002,DISBURSEMENT,2023-01-12,280.9,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0036-003,DISBURSEMENT,2023-01-12,326.38,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0036-004,DISBURSEMENT,2023-01-12,85.26,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0037-001,DISBURSEMENT,2023-01-12,1923.01,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0037-002,DISBURSEMENT,2023-01-12,895.67,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0037-003,DISBURSEMENT,2023-01-12,284.64,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0008-001,PAYMENT,2023-01-13,3385.0,200.0,0.0,13.27,27.73,0.0,0.0,USD
ABF - DSB0038-001,DISBURSEMENT,2023-01-13,958.23,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0038A-002,DISBURSEMENT,2023-01-13,1575.76,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0039-001,DISBURSEMENT,2023-01-13,1522.46,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0039-002,DISBURSEMENT,2023-01-13,4364.37,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0039-003,DISBURSEMENT,2023-01-13,228.37,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0039-004,DISBURSEMENT,2023-01-13,3730.02,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0039-005,DISBURSEMENT,2023-01-13,1674.7,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0040-001,DISBURSEMENT,2023-01-13,752.2,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0040-002,DISBURSEMENT,2023-01-13,752.2,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0041-001,DISBURSEMENT,2023-01-13,415.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0042-001,DISBURSEMENT,2023-01-14,1953.56,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0042-002,DISBURSEMENT,2023-01-14,8133.38,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0042-003,DISBURSEMENT,2023-01-14,2594.86,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0043-001,DISBURSEMENT,2023-01-14,1450.87,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0043-002,DISBURSEMENT,2023-01-14,1143.81,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0043-003,DISBURSEMENT,2023-01-14,506.65,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0043-004,DISBURSEMENT,2023-01-14,2456.49,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0043-005,DISBURSEMENT,2023-01-14,890.51,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0044-001,DISBURSEMENT,2023-01-14,4342.42,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0044-002,DISBURSEMENT,2023-01-14,35657.59,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0045-001,DISBURSEMENT,2023-01-14,3206.69,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0046-001,DISBURSEMENT,2023-01-14,6079.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0048-001,DISBURSEMENT,2023-01-16,944.55,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0049-001,DISBURSEMENT,2023-01-16,1330.41,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0050-001,DISBURSEMENT,2023-01-16,1434.23,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0051-001,DISBURSEMENT,2023-01-16,630.65,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0052-001,DISBURSEMENT,2023-01-16,71.57,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0052-002,DISBURSEMENT,2023-01-16,111.88,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0052-003,DISBURSEMENT,2023-01-16,301.04,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0052-004,DISBURSEMENT,2023-01-16,54.89,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0052-005,DISBURSEMENT,2023-01-16,353.52,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0052-006,DISBURSEMENT,2023-01-16,289.68,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0052-007,DISBURSEMENT,2023-01-16,419.6,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0052-008,DISBURSEMENT,2023-01-16,683.62,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0053-001,DISBURSEMENT,2023-01-17,1355.3,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0053-002,DISBURSEMENT,2023-01-17,160.38,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0054-001,DISBURSEMENT,2023-01-17,497.61,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0054-002,DISBURSEMENT,2023-01-17,216.96,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0054-003,DISBURSEMENT,2023-01-17,221.5,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0054-004,DISBURSEMENT,2023-01-17,289.09,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0054-005,DISBURSEMENT,2023-01-17,125.28,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0054-006,DISBURSEMENT,2023-01-17,323.54,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0054-007,DISBURSEMENT,2023-01-17,157.67,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0054-008,DISBURSEMENT,2023-01-17,177.03,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0054-009,DISBURSEMENT,2023-01-17,43.06,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0054-010,DISBURSEMENT,2023-01-17,16.4,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0054-011,DISBURSEMENT,2023-01-17,62.2,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0054-012,DISBURSEMENT,2023-01-17,936.48,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0054-013,DISBURSEMENT,2023-01-17,347.87,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0054-014,DISBURSEMENT,2023-01-17,620.6,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0055-001,DISBURSEMENT,2023-01-17,1238.75,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0056-001,DISBURSEMENT,2023-01-17,2696.29,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0057-001,DISBURSEMENT,2023-01-18,2509.5,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0058-001,DISBURSEMENT,2023-01-18,208.63,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0058-002,DISBURSEMENT,2023-01-18,11.86,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0058-003,DISBURSEMENT,2023-01-18,98.62,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0058-004,DISBURSEMENT,2023-01-18,249.4,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0058-005,DISBURSEMENT,2023-01-18,85.35,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0058-006,DISBURSEMENT,2023-01-18,123.28,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0059-001,DISBURSEMENT,2023-01-18,3386.83,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0060-001,DISBURSEMENT,2023-01-18,9285.53,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0034-001,PAYMENT,2023-01-19,5132.1,151.83,0.0,26.55,23.19,0.0,0.0,USD
ABF - DSB0045-001,PAYMENT,2023-01-19,3206.69,94.76,0.0,13.27,14.05,0.0,0.0,USD
ABF - DSB0061-001,DISBURSEMENT,2023-01-19,989.4,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0062-001,DISBURSEMENT,2023-01-19,9079.43,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0063-001,DISBURSEMENT,2023-01-19,856.39,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0064-001,DISBURSEMENT,2023-01-20,515.8,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0064-002,DISBURSEMENT,2023-01-20,206.32,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0064-003,DISBURSEMENT,2023-01-20,187.56,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0064-004,DISBURSEMENT,2023-01-20,81.61,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0065-001,DISBURSEMENT,2023-01-20,60.49,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0065-002,DISBURSEMENT,2023-01-20,498.03,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0065-003,DISBURSEMENT,2023-01-20,762.68,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0065-004,DISBURSEMENT,2023-01-20,528.22,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0065-005,DISBURSEMENT,2023-01-20,419.76,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0065-006,DISBURSEMENT,2023-01-20,123.8,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0065-007,DISBURSEMENT,2023-01-20,131.2,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0065-008,DISBURSEMENT,2023-01-20,453.37,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0065-009,DISBURSEMENT,2023-01-20,177.5,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0066-001,DISBURSEMENT,2023-01-20,3064.59,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0067-001,DISBURSEMENT,2023-01-20,920.24,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0067-002,DISBURSEMENT,2023-01-20,252.8,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0067-003,DISBURSEMENT,2023-01-20,647.25,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0067-004,DISBURSEMENT,2023-01-20,432.48,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0067-005,DISBURSEMENT,2023-01-20,653.23,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABF - DSB0067-006,DISBURSEMENT,2023-01-20,1205.6,0.0,0.0,0.0,0.0,0.0,0.0,USD
