customer_id,customer_type,income,currency,gender,birth_date,channel_type,dependents,geography_city,geography_state,geography_country
CLI2745,,0.0,USD,,,,0,San Salvador,San Salvador,SLV
CLI2747,,0.0,USD,,,,0,San Salvador,San Salvador,SLV
CLI2784,,0.0,USD,,,,0,San Salvador,San Salvador,SLV
CLI2808,,0.0,USD,,,,0,COLON,La Libertad,SLV
CLI2810,,0.0,USD,,,,0,San Salvador,San Salvador,SLV
CLI2824,,0.0,USD,,,,0,SAN JUAN OPICO,La Libertad,SLV
CLI2825,,0.0,USD,,,,0,CIUDAD ARCE,La Libertad,SLV
CLIAB000001,,0.0,USD,,,,0,San Salvador,San Salvador,SLV
CLIAB000002,,0.0,USD,,,,0,AHUACHAPAN,Ahuachapán,SLV
CLIAB000003,,0.0,USD,,,,0,OPICO,La Libertad,SLV
CLIAB000004,,0.0,USD,,,,0,San Salvador,San Salvador,SLV
CLIAB000005,,0.0,USD,,,,0,San Salvador,San Salvador,SLV
CLIAB000006,,0.0,USD,,,,0,SAN MARCOS,San Salvador,SLV
CLIAB000007,,0.0,USD,,,,0,San Salvador,San Salvador,SLV
CLIAB000008,,0.0,USD,,,,0,SOYAPANGO,San Salvador,SLV
CLIAB000009,,0.0,USD,,,,0,San Salvador,San Salvador,SLV
CLIAB000010,,0.0,USD,,,,0,NAHUIZALCO,Sonsonate,SLV
CLIAB000011,,0.0,USD,,,,0,San Salvador,San Salvador,SLV
CLIAB000012,,0.0,USD,,,,0,SANTA TECLA,La Libertad,SLV
CLIAB000013,,0.0,USD,,,,0,San Salvador,San Salvador,SLV
CLIAB000014,,0.0,USD,,,,0,SAN MIGUEL,San Miguel,SLV
CLIAB000015,,0.0,USD,,,,0,ANTIGUO CUSCATLAN,La Libertad,SLV
CLIAB000016,,0.0,USD,,,,0,SAN MARCOS,San Salvador,SLV
CLIAB000017,,0.0,USD,,,,0,SAN MARCOS,San Salvador,SLV
CLIAB000018,,0.0,USD,,,,0,SANTA TECLA,La Libertad,SLV
CLIAB000019,,0.0,USD,,,,0,ANTIGUO CUSCATLAN,La Libertad,SLV
CLIAB000020,,0.0,USD,,,,0,MEJICANOS,San Salvador,SLV
CLIAB000021,,0.0,USD,,,,0,OPICO,La Libertad,SLV
CLIAB000022,,0.0,USD,,,,0,SAN LORENZO,Ahuachapán,SLV
CLIAB000023,,0.0,USD,,,,0,San Salvador,San Salvador,SLV
CLIAB000024,,0.0,USD,,,,0,San Salvador,San Salvador,SLV
CLIAB000025,,0.0,USD,,,,0,San Salvador,San Salvador,SLV
