loan_id,date_due,principal,interest,other,fees,to_tax,add_balance,reduce_balance,currency
ABF - DSB1275-004,2024-02-01,888.8,74.48,0.0,2.66,10.03,0.0,0.0,USD
ABF - DSB1275-005,2024-02-01,1269.71,106.4,0.0,3.8,14.32,0.0,0.0,USD
ABF - DSB1275-006,2024-02-01,558.67,46.82,0.0,1.67,6.31,0.0,0.0,USD
ABF - DSB1348-001,2024-02-01,573.3,27.35,0.0,6.91,4.45,0.0,0.0,USD
ABF - DSB1369-008,2024-02-01,2030.96,80.64,0.0,6.58,11.34,0.0,0.0,USD
ABF - DSB0951-001,2024-02-02,8422.4,1491.6,0.0,26.55,197.36,0.0,0.0,USD
ABF - DSB1073-003,2024-02-02,465.62,70.23,0.0,7.2,10.07,0.0,0.0,USD
ABF - DSB1136-001,2024-02-02,261.67,34.52,0.0,8.85,5.64,0.0,0.0,USD
ABF - DSB1212-001,2024-02-02,1706.27,253.13,0.0,13.27,34.64,0.0,0.0,USD
ABF - DSB1299-001,2024-02-02,843.49,50.65,0.0,8.85,7.73,0.0,0.0,USD
ABF - DSB1330-008,2024-02-02,1546.65,98.56,0.0,4.15,13.35,0.0,0.0,USD
ABF - DSB1330-010,2024-02-02,1323.41,84.33,0.0,3.55,11.42,0.0,0.0,USD
ABF - DSB1343-001,2024-02-02,1056.0,75.6,0.0,13.27,11.56,0.0,0.0,USD
ABF - DSB1353-001,2024-02-02,757.25,45.13,0.0,8.85,7.02,0.0,0.0,USD
ABF - DSB1354-002,2024-02-02,586.37,27.83,0.0,4.38,4.19,0.0,0.0,USD
ABF - DSB1360-001,2024-02-02,388.61,23.45,0.0,8.85,4.2,0.0,0.0,USD
ABF - DSB1369-009,2024-02-02,507.15,20.14,0.0,1.64,2.83,0.0,0.0,USD
ABF - DSB1388-005,2024-02-02,1648.32,70.15,0.0,7.09,10.04,0.0,0.0,USD
ABF - DSB1388-006,2024-02-02,1177.37,50.11,0.0,5.07,7.17,0.0,0.0,USD
ABF - DSB1434-002,2024-02-02,5489.72,151.41,0.0,19.25,22.18,0.0,0.0,USD
ABT - DSB0380-001,2024-02-02,5451.11,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0380-002,2024-02-02,2535.83,0.0,0.0,0.0,0.0,0.0,0.0,USD
ABT - DSB0390-001,2024-02-04,8773.14,0.0,0.0,55.0,7.15,0.0,0.0,USD
ABF - DSB1288-001,2024-02-05,650.35,77.69,0.0,8.85,11.25,0.0,0.0,USD
ABF - DSB1327-001,2024-02-05,1312.28,93.07,0.0,5.52,12.82,0.0,0.0,USD
ABF - DSB1327-002,2024-02-05,881.17,62.5,0.0,3.71,8.6,0.0,0.0,USD
ABF - DSB1327-003,2024-02-05,412.16,29.23,0.0,1.73,4.03,0.0,0.0,USD
ABF - DSB1351-001,2024-02-05,4720.2,281.88,0.0,26.55,40.09,0.0,0.0,USD
ABF - DSB1355-005,2024-02-05,121.47,8.68,0.0,1.3,1.3,0.0,0.0,USD
ABF - DSB1361-001,2024-02-05,426.45,27.22,0.0,1.73,3.76,0.0,0.0,USD
ABF - DSB1361-002,2024-02-05,568.6,36.29,0.0,2.3,5.02,0.0,0.0,USD
ABF - DSB1361-003,2024-02-05,365.55,23.33,0.0,1.48,3.22,0.0,0.0,USD
ABF - DSB1361-004,2024-02-05,391.28,24.97,0.0,1.58,3.46,0.0,0.0,USD
ABF - DSB1361-005,2024-02-05,33.46,2.14,0.0,0.14,0.3,0.0,0.0,USD
ABF - DSB1361-006,2024-02-05,568.6,36.29,0.0,2.3,5.02,0.0,0.0,USD
ABF - DSB1361-007,2024-02-05,805.52,51.41,0.0,3.26,7.1,0.0,0.0,USD
ABF - DSB1361-008,2024-02-05,710.75,45.36,0.0,2.88,6.27,0.0,0.0,USD
ABF - DSB1361-009,2024-02-05,843.42,53.83,0.0,3.41,7.44,0.0,0.0,USD
ABF - DSB1361-010,2024-02-05,1008.49,64.36,0.0,4.08,8.9,0.0,0.0,USD
ABF - DSB1361-011,2024-02-05,839.63,53.59,0.0,3.4,7.41,0.0,0.0,USD
ABF - DSB1385-003,2024-02-05,942.23,44.6,0.0,4.88,6.43,0.0,0.0,USD
ABF - DSB1405-002,2024-02-05,1137.79,67.2,0.0,4.08,9.27,0.0,0.0,USD
ABF - DSB1405-003,2024-02-05,521.49,30.8,0.0,1.87,4.24,0.0,0.0,USD
ABF - DSB1405-004,2024-02-05,900.75,53.2,0.0,3.23,7.34,0.0,0.0,USD
ABF - DSB1409-001,2024-02-05,609.52,29.15,0.0,8.85,4.94,0.0,0.0,USD
ABF - DSB1417-001,2024-02-05,2448.3,72.45,0.0,13.27,11.15,0.0,0.0,USD
ABF - DSB1427-001,2024-02-05,517.45,15.4,0.0,5.45,2.71,0.0,0.0,USD
ABF - DSB1427-002,2024-02-05,743.24,22.12,0.0,7.82,3.9,0.0,0.0,USD
ABF - DSB1434-001,2024-02-05,2080.31,57.38,0.0,7.3,8.41,0.0,0.0,USD
ABF - DSB1437-001,2024-02-05,937.0,28.0,0.0,13.27,5.37,0.0,0.0,USD
ABF - DSB1024-005,2024-02-06,1888.92,334.73,0.0,6.95,44.41,0.0,0.0,USD
ABF - DSB1024-006,2024-02-06,188.77,33.45,0.0,0.69,4.44,0.0,0.0,USD
ABF - DSB1024-007,2024-02-06,1911.37,338.7,0.0,7.03,44.94,0.0,0.0,USD
ABF - DSB1290-001,2024-02-06,63375.61,5976.53,0.0,110.62,791.33,0.0,0.0,USD
ABF - DSB1369-001,2024-02-06,771.77,30.64,0.0,2.5,4.31,0.0,0.0,USD
ABF - DSB1369-005,2024-02-06,297.12,11.8,0.0,0.96,1.66,0.0,0.0,USD
ABF - DSB1369-011,2024-02-06,2467.62,97.98,0.0,8.0,13.78,0.0,0.0,USD
ABF - DSB1414-007,2024-02-06,405.23,11.2,0.0,2.17,1.74,0.0,0.0,USD
ABF - DSB1024-009,2024-02-07,1514.07,268.3,0.0,5.57,35.6,0.0,0.0,USD
ABF - DSB1286-001,2024-02-07,895.31,80.0,0.0,4.15,10.94,0.0,0.0,USD
ABF - DSB1311-008,2024-02-07,1133.59,96.41,0.0,4.05,13.06,0.0,0.0,USD
ABF - DSB1311-009,2024-02-07,1178.69,100.25,0.0,4.22,13.58,0.0,0.0,USD
ABF - DSB1336-001,2024-02-07,1392.91,88.91,0.0,5.79,12.31,0.0,0.0,USD
ABF - DSB1336-002,2024-02-07,785.66,50.15,0.0,3.27,6.94,0.0,0.0,USD
ABF - DSB1336-003,2024-02-07,621.41,39.66,0.0,2.58,5.5,0.0,0.0,USD
ABF - DSB1336-004,2024-02-07,67.68,4.32,0.0,0.28,0.6,0.0,0.0,USD
ABF - DSB1336-005,2024-02-07,141.43,9.03,0.0,0.59,1.25,0.0,0.0,USD
ABF - DSB1336-006,2024-02-07,183.11,11.69,0.0,0.76,1.62,0.0,0.0,USD
ABF - DSB1405-001,2024-02-07,1137.79,67.2,0.0,4.08,9.27,0.0,0.0,USD
ABF - DSB1181-018,2024-02-08,102.19,10.14,0.0,0.34,1.36,0.0,0.0,USD
ABF - DSB1224-001,2024-02-08,3326.16,393.08,0.0,13.27,52.83,0.0,0.0,USD
ABF - DSB1258-001,2024-02-08,3156.4,335.47,0.0,10.55,44.98,0.0,0.0,USD
ABF - DSB1270-001,2024-02-08,4279.03,404.85,0.0,19.89,55.22,0.0,0.0,USD
ABF - DSB1270-002,2024-02-08,1432.41,135.52,0.0,6.66,18.49,0.0,0.0,USD
ABF - DSB1275-007,2024-02-08,528.2,44.26,0.0,1.58,5.96,0.0,0.0,USD
ABF - DSB1283-003,2024-02-08,1041.93,88.7,0.0,4.66,12.14,0.0,0.0,USD
ABF - DSB1369-003,2024-02-08,470.95,18.7,0.0,1.53,2.63,0.0,0.0,USD
ABF - DSB1371-002,2024-02-08,189.98,7.56,0.0,0.99,1.11,0.0,0.0,USD
ABF - DSB1373-001,2024-02-08,323.35,15.3,0.0,1.57,2.19,0.0,0.0,USD
ABF - DSB1373-002,2024-02-08,388.02,18.36,0.0,1.89,2.64,0.0,0.0,USD
ABF - DSB1373-003,2024-02-08,582.03,27.54,0.0,2.83,3.95,0.0,0.0,USD
ABF - DSB1388-002,2024-02-08,3580.96,152.4,0.0,15.41,21.81,0.0,0.0,USD
ABF - DSB1388-003,2024-02-08,1672.17,71.17,0.0,7.2,10.19,0.0,0.0,USD
ABF - DSB1251-001,2024-02-09,1437.26,170.0,0.0,6.85,22.99,0.0,0.0,USD
ABF - DSB1251-003,2024-02-09,907.59,107.35,0.0,4.33,14.52,0.0,0.0,USD
ABF - DSB1294-009,2024-02-09,125.44,10.52,0.0,0.45,1.43,0.0,0.0,USD
ABF - DSB1297-001,2024-02-09,3085.33,258.76,0.0,11.54,35.14,0.0,0.0,USD
ABF - DSB1297-002,2024-02-09,462.8,38.81,0.0,1.73,5.28,0.0,0.0,USD
ABF - DSB1333-001,2024-02-09,33.47,2.14,0.0,0.13,0.3,0.0,0.0,USD
ABF - DSB1333-002,2024-02-09,159.57,10.18,0.0,0.61,1.4,0.0,0.0,USD
ABF - DSB1333-003,2024-02-09,16.39,1.05,0.0,0.06,0.15,0.0,0.0,USD
ABF - DSB1333-004,2024-02-09,49.17,3.14,0.0,0.19,0.43,0.0,0.0,USD
ABF - DSB1333-005,2024-02-09,33.47,2.14,0.0,0.13,0.3,0.0,0.0,USD
ABF - DSB1333-006,2024-02-09,654.82,41.78,0.0,2.5,5.75,0.0,0.0,USD
ABF - DSB1333-007,2024-02-09,214.54,13.69,0.0,0.82,1.89,0.0,0.0,USD
ABF - DSB1333-008,2024-02-09,236.36,15.08,0.0,0.9,2.08,0.0,0.0,USD
ABF - DSB1333-009,2024-02-09,387.44,24.72,0.0,1.48,3.4,0.0,0.0,USD
ABF - DSB1333-010,2024-02-09,136.33,8.7,0.0,0.52,1.2,0.0,0.0,USD
ABF - DSB1333-011,2024-02-09,145.29,9.27,0.0,0.55,1.28,0.0,0.0,USD
ABF - DSB1333-013,2024-02-09,162.75,10.38,0.0,0.62,1.43,0.0,0.0,USD
ABF - DSB1333-014,2024-02-09,217.2,13.86,0.0,0.83,1.91,0.0,0.0,USD
ABF - DSB1333-015,2024-02-09,531.61,33.92,0.0,2.03,4.67,0.0,0.0,USD
ABF - DSB1333-016,2024-02-09,33.47,2.14,0.0,0.13,0.3,0.0,0.0,USD
ABF - DSB1333-017,2024-02-09,512.93,32.73,0.0,1.95,4.5,0.0,0.0,USD
ABF - DSB1333-018,2024-02-09,145.13,9.26,0.0,0.55,1.27,0.0,0.0,USD
ABF - DSB1333-019,2024-02-09,343.34,21.91,0.0,1.31,3.02,0.0,0.0,USD
ABF - DSB1333-020,2024-02-09,81.29,5.19,0.0,0.31,0.71,0.0,0.0,USD
ABF - DSB1333-021,2024-02-09,237.02,15.12,0.0,0.9,2.09,0.0,0.0,USD
ABF - DSB1333-022,2024-02-09,1067.01,68.08,0.0,4.07,9.38,0.0,0.0,USD
ABF - DSB1333-023,2024-02-09,52.6,3.36,0.0,0.2,0.47,0.0,0.0,USD
ABF - DSB1333-024,2024-02-09,127.2,8.12,0.0,0.48,1.12,0.0,0.0,USD
ABF - DSB1333-025,2024-02-09,66.95,4.27,0.0,0.26,0.59,0.0,0.0,USD
ABF - DSB1333-026,2024-02-09,208.33,13.29,0.0,0.79,1.83,0.0,0.0,USD
ABF - DSB1333-027,2024-02-09,537.05,34.27,0.0,2.05,4.72,0.0,0.0,USD
ABF - DSB1333-028,2024-02-09,864.12,55.13,0.0,3.29,7.6,0.0,0.0,USD
ABF - DSB1333-029,2024-02-09,620.23,39.57,0.0,2.36,5.45,0.0,0.0,USD
ABF - DSB1333-030,2024-02-09,186.35,11.89,0.0,0.71,1.64,0.0,0.0,USD
ABF - DSB1333-031,2024-02-09,124.33,7.93,0.0,0.47,1.09,0.0,0.0,USD
ABF - DSB1333-032,2024-02-09,458.17,29.23,0.0,1.75,4.03,0.0,0.0,USD
ABF - DSB1333-033,2024-02-09,308.59,19.69,0.0,1.18,2.71,0.0,0.0,USD
ABF - DSB1333-034,2024-02-09,1123.25,71.67,0.0,4.28,9.88,0.0,0.0,USD
ABF - DSB1333-035,2024-02-09,689.25,43.98,0.0,2.63,6.06,0.0,0.0,USD
ABF - DSB1333-036,2024-02-09,1739.64,110.99,0.0,6.63,15.29,0.0,0.0,USD
ABF - DSB1333-037,2024-02-09,620.23,39.57,0.0,2.36,5.45,0.0,0.0,USD
ABF - DSB1333-038,2024-02-09,217.2,13.86,0.0,0.83,1.91,0.0,0.0,USD
ABF - DSB1333-039,2024-02-09,341.05,21.76,0.0,1.3,3.0,0.0,0.0,USD
ABF - DSB1355-001,2024-02-09,227.76,16.27,0.0,2.44,2.44,0.0,0.0,USD
ABF - DSB1378-001,2024-02-09,2127.24,84.57,0.0,9.28,12.2,0.0,0.0,USD
ABF - DSB1378-002,2024-02-09,381.23,15.16,0.0,1.66,2.19,0.0,0.0,USD
ABF - DSB1378-003,2024-02-09,101.42,4.03,0.0,0.44,0.58,0.0,0.0,USD
ABF - DSB1378-004,2024-02-09,2348.85,93.38,0.0,10.25,13.47,0.0,0.0,USD
ABF - DSB1378-005,2024-02-09,1831.12,72.8,0.0,7.99,10.5,0.0,0.0,USD
ABF - DSB1378-006,2024-02-09,666.38,26.49,0.0,2.91,3.82,0.0,0.0,USD
ABF - DSB1378-007,2024-02-09,374.53,14.89,0.0,1.63,2.15,0.0,0.0,USD
ABF - DSB1378-008,2024-02-09,1907.38,75.83,0.0,8.32,10.94,0.0,0.0,USD
ABF - DSB1384-001,2024-02-09,714.09,34.15,0.0,10.36,5.79,0.0,0.0,USD
ABF - DSB1384-002,2024-02-09,100.27,4.8,0.0,1.45,0.81,0.0,0.0,USD
ABF - DSB1384-003,2024-02-09,100.55,4.81,0.0,1.46,0.82,0.0,0.0,USD
ABF - DSB1385-001,2024-02-09,1315.58,62.27,0.0,6.82,8.99,0.0,0.0,USD
ABF - DSB1385-002,2024-02-09,303.74,14.38,0.0,1.57,2.07,0.0,0.0,USD
ABF - DSB1388-001,2024-02-09,2700.28,114.92,0.0,11.62,16.45,0.0,0.0,USD
ABF - DSB1388-007,2024-02-09,3128.0,133.12,0.0,13.46,19.06,0.0,0.0,USD
ABF - DSB1400-001,2024-02-09,1129.25,48.23,0.0,8.34,7.35,0.0,0.0,USD
ABF - DSB1410-001,2024-02-09,378.33,16.13,0.0,2.19,2.38,0.0,0.0,USD
ABF - DSB1436-001,2024-02-09,332.8,9.18,0.0,1.24,1.35,0.0,0.0,USD
ABF - DSB1436-004,2024-02-09,501.76,13.84,0.0,1.86,2.04,0.0,0.0,USD
ABT - DSB0370-001,2024-02-09,25765.46,0.0,0.0,55.0,7.15,0.0,0.0,USD
ABF - DSB1323-008,2024-02-12,232.41,19.49,0.0,0.9,2.65,0.0,0.0,USD
ABF - DSB1332-001,2024-02-12,159.74,13.59,0.0,0.58,1.85,0.0,0.0,USD
ABF - DSB1332-002,2024-02-12,1473.11,125.29,0.0,5.36,16.99,0.0,0.0,USD
ABF - DSB1332-003,2024-02-12,107.93,9.18,0.0,0.39,1.24,0.0,0.0,USD
ABF - DSB1332-004,2024-02-12,1463.12,124.44,0.0,5.32,16.87,0.0,0.0,USD
ABF - DSB1332-005,2024-02-12,30.52,2.6,0.0,0.11,0.35,0.0,0.0,USD
ABF - DSB1332-006,2024-02-12,648.55,55.16,0.0,2.36,7.48,0.0,0.0,USD
ABF - DSB1332-007,2024-02-12,155.42,13.22,0.0,0.57,1.79,0.0,0.0,USD
ABF - DSB1332-008,2024-02-12,1137.48,96.75,0.0,4.14,13.12,0.0,0.0,USD
ABF - DSB1332-011,2024-02-12,155.42,13.22,0.0,0.57,1.79,0.0,0.0,USD
ABF - DSB1332-012,2024-02-12,488.92,41.59,0.0,1.78,5.64,0.0,0.0,USD
ABF - DSB1332-013,2024-02-12,785.74,66.83,0.0,2.86,9.06,0.0,0.0,USD
ABF - DSB1332-014,2024-02-12,211.11,17.96,0.0,0.77,2.43,0.0,0.0,USD
ABF - DSB1332-015,2024-02-12,107.93,9.18,0.0,0.39,1.24,0.0,0.0,USD
ABF - DSB1332-016,2024-02-12,1463.12,124.44,0.0,5.32,16.87,0.0,0.0,USD
ABF - DSB1332-017,2024-02-12,107.93,9.18,0.0,0.39,1.24,0.0,0.0,USD
ABF - DSB1332-018,2024-02-12,1463.12,124.44,0.0,5.32,16.87,0.0,0.0,USD
ABF - DSB1332-019,2024-02-12,107.93,9.18,0.0,0.39,1.24,0.0,0.0,USD
ABF - DSB1332-020,2024-02-12,1463.12,124.44,0.0,5.32,16.87,0.0,0.0,USD
ABF - DSB1332-021,2024-02-12,199.81,16.99,0.0,0.73,2.3,0.0,0.0,USD
ABF - DSB1332-022,2024-02-12,417.01,35.47,0.0,1.52,4.81,0.0,0.0,USD
ABF - DSB1332-023,2024-02-12,159.74,13.59,0.0,0.58,1.85,0.0,0.0,USD
ABF - DSB1332-024,2024-02-12,1090.49,92.75,0.0,3.97,12.58,0.0,0.0,USD
ABF - DSB1332-025,2024-02-12,159.74,13.59,0.0,0.58,1.85,0.0,0.0,USD
ABF - DSB1332-026,2024-02-12,1090.49,92.75,0.0,3.97,12.58,0.0,0.0,USD
ABF - DSB1332-027,2024-02-12,125.2,10.65,0.0,0.46,1.44,0.0,0.0,USD
ABF - DSB1332-028,2024-02-12,903.96,76.89,0.0,3.29,10.43,0.0,0.0,USD
ABF - DSB1332-029,2024-02-12,155.42,13.22,0.0,0.57,1.79,0.0,0.0,USD
ABF - DSB1332-030,2024-02-12,992.05,84.38,0.0,3.61,11.44,0.0,0.0,USD
ABF - DSB1332-031,2024-02-12,1104.12,93.91,0.0,4.02,12.73,0.0,0.0,USD
ABF - DSB1332-032,2024-02-12,107.93,9.18,0.0,0.39,1.24,0.0,0.0,USD
ABF - DSB1332-033,2024-02-12,107.93,9.18,0.0,0.39,1.24,0.0,0.0,USD
ABF - DSB1332-034,2024-02-12,1463.12,124.44,0.0,5.32,16.87,0.0,0.0,USD
ABF - DSB1432-005,2024-02-12,328.06,15.6,0.0,3.04,2.43,0.0,0.0,USD
ABF - DSB1410-002,2024-02-13,769.51,32.8,0.0,4.45,4.84,0.0,0.0,USD
ABT - DSB0379-001,2024-02-14,821.57,0.0,0.0,55.0,7.15,0.0,0.0,USD
ABF - DSB1190-001,2024-02-15,5070.0,900.0,0.0,26.55,120.45,0.0,0.0,USD
ABF - DSB1286-002,2024-02-15,895.31,100.0,0.0,4.15,13.54,0.0,0.0,USD
ABF - DSB1349-001,2024-02-15,1208.41,77.19,0.0,5.86,10.79,0.0,0.0,USD
ABF - DSB1349-002,2024-02-15,1526.51,97.51,0.0,7.41,13.64,0.0,0.0,USD
ABF - DSB1358-002,2024-02-15,501.48,32.04,0.0,2.46,4.48,0.0,0.0,USD
ABF - DSB1358-003,2024-02-15,205.41,13.12,0.0,1.01,1.84,0.0,0.0,USD
ABF - DSB1358-005,2024-02-15,496.1,31.69,0.0,2.43,4.44,0.0,0.0,USD
ABF - DSB1387-001,2024-02-15,3702.14,262.39,0.0,13.27,35.84,0.0,0.0,USD
ABF - DSB1389-001,2024-02-15,4311.12,383.04,0.0,26.55,53.25,0.0,0.0,USD
ABF - DSB1392-001,2024-02-15,757.76,45.24,0.0,4.07,6.41,0.0,0.0,USD
ABF - DSB1392-002,2024-02-15,943.36,56.32,0.0,5.07,7.98,0.0,0.0,USD
ABF - DSB1392-003,2024-02-15,1128.13,67.35,0.0,6.06,9.55,0.0,0.0,USD
ABF - DSB1392-004,2024-02-15,1102.6,65.83,0.0,5.92,9.33,0.0,0.0,USD
ABF - DSB1393-003,2024-02-15,577.41,27.54,0.0,6.92,4.48,0.0,0.0,USD
ABF - DSB1412-002,2024-02-15,326.26,19.32,0.0,1.93,2.76,0.0,0.0,USD
ABF - DSB1474-001,2024-02-15,3190.44,89.04,0.0,13.27,13.31,0.0,0.0,USD
ABF - DSB1251-002,2024-02-16,439.46,51.98,0.0,2.09,7.03,0.0,0.0,USD
ABF - DSB1269-004,2024-02-16,802.96,94.96,0.0,3.71,12.82,0.0,0.0,USD
ABF - DSB1273-001,2024-02-16,415.0,62.5,0.0,8.85,9.28,0.0,0.0,USD
ABF - DSB1294-008,2024-02-16,70.41,6.99,0.0,0.25,0.94,0.0,0.0,USD
ABF - DSB1333-012,2024-02-16,249.78,21.25,0.0,0.95,2.88,0.0,0.0,USD
ABF - DSB1348-002,2024-02-16,528.31,37.8,0.0,6.36,5.74,0.0,0.0,USD
ABF - DSB1364-001,2024-02-16,200.52,12.81,0.0,1.05,1.81,0.0,0.0,USD
ABF - DSB1364-002,2024-02-16,94.1,6.01,0.0,0.49,0.84,0.0,0.0,USD
ABF - DSB1364-003,2024-02-16,204.87,13.09,0.0,1.07,1.84,0.0,0.0,USD
ABF - DSB1364-004,2024-02-16,46.0,2.94,0.0,0.24,0.41,0.0,0.0,USD
ABF - DSB1364-005,2024-02-16,133.68,8.54,0.0,0.7,1.2,0.0,0.0,USD
ABF - DSB1364-006,2024-02-16,699.57,44.7,0.0,3.65,6.28,0.0,0.0,USD
ABF - DSB1364-008,2024-02-16,127.0,8.12,0.0,0.66,1.15,0.0,0.0,USD
ABF - DSB1364-009,2024-02-16,200.52,12.81,0.0,1.05,1.81,0.0,0.0,USD
ABF - DSB1364-010,2024-02-16,415.67,26.56,0.0,2.17,3.73,0.0,0.0,USD
ABF - DSB1364-011,2024-02-16,342.8,21.91,0.0,1.79,3.08,0.0,0.0,USD
ABF - DSB1364-012,2024-02-16,61.92,3.96,0.0,0.32,0.55,0.0,0.0,USD
ABF - DSB1364-013,2024-02-16,342.8,21.91,0.0,1.79,3.08,0.0,0.0,USD
ABF - DSB1364-014,2024-02-16,50.37,3.22,0.0,0.26,0.45,0.0,0.0,USD
ABF - DSB1364-015,2024-02-16,102.48,6.55,0.0,0.53,0.92,0.0,0.0,USD
ABF - DSB1364-016,2024-02-16,346.85,22.16,0.0,1.81,3.12,0.0,0.0,USD
ABF - DSB1364-017,2024-02-16,1133.8,72.45,0.0,5.91,10.19,0.0,0.0,USD
ABF - DSB1364-018,2024-02-16,231.64,14.8,0.0,1.21,2.08,0.0,0.0,USD
ABF - DSB1364-019,2024-02-16,288.79,18.46,0.0,1.51,2.6,0.0,0.0,USD
ABF - DSB1365-001,2024-02-16,135.63,8.66,0.0,0.54,1.2,0.0,0.0,USD
ABF - DSB1365-002,2024-02-16,118.67,7.57,0.0,0.47,1.04,0.0,0.0,USD
ABF - DSB1365-003,2024-02-16,487.67,31.12,0.0,1.93,4.3,0.0,0.0,USD
ABF - DSB1365-004,2024-02-16,1607.24,102.56,0.0,6.37,14.16,0.0,0.0,USD
ABF - DSB1365-005,2024-02-16,647.35,41.31,0.0,2.57,5.7,0.0,0.0,USD
ABF - DSB1365-006,2024-02-16,811.82,51.81,0.0,3.22,7.15,0.0,0.0,USD
ABF - DSB1365-007,2024-02-16,107.89,6.89,0.0,0.43,0.96,0.0,0.0,USD
ABF - DSB1365-008,2024-02-16,1462.58,93.33,0.0,5.8,12.88,0.0,0.0,USD
ABF - DSB1365-009,2024-02-16,103.58,6.61,0.0,0.41,0.91,0.0,0.0,USD
ABF - DSB1365-010,2024-02-16,376.17,24.0,0.0,1.49,3.31,0.0,0.0,USD
ABF - DSB1365-011,2024-02-16,52.3,3.34,0.0,0.21,0.46,0.0,0.0,USD
ABF - DSB1365-012,2024-02-16,81.21,5.18,0.0,0.32,0.71,0.0,0.0,USD
ABF - DSB1365-013,2024-02-16,59.27,3.78,0.0,0.23,0.52,0.0,0.0,USD
ABF - DSB1365-014,2024-02-16,231.9,14.8,0.0,0.92,2.04,0.0,0.0,USD
ABF - DSB1365-015,2024-02-16,82.8,5.28,0.0,0.33,0.73,0.0,0.0,USD
ABF - DSB1365-016,2024-02-16,300.57,19.18,0.0,1.19,2.64,0.0,0.0,USD
ABF - DSB1365-017,2024-02-16,139.29,8.89,0.0,0.55,1.23,0.0,0.0,USD
ABF - DSB1365-018,2024-02-16,139.29,8.89,0.0,0.55,1.23,0.0,0.0,USD
ABF - DSB1365-019,2024-02-16,139.29,8.89,0.0,0.55,1.23,0.0,0.0,USD
ABF - DSB1365-020,2024-02-16,59.27,3.78,0.0,0.23,0.52,0.0,0.0,USD
ABF - DSB1365-021,2024-02-16,306.85,19.58,0.0,1.22,2.71,0.0,0.0,USD
ABF - DSB1365-022,2024-02-16,457.46,29.19,0.0,1.81,4.04,0.0,0.0,USD
ABF - DSB1365-023,2024-02-16,388.71,24.8,0.0,1.54,3.42,0.0,0.0,USD
ABF - DSB1365-024,2024-02-16,457.46,29.19,0.0,1.81,4.04,0.0,0.0,USD
ABF - DSB1365-025,2024-02-16,388.71,24.8,0.0,1.54,3.42,0.0,0.0,USD
ABF - DSB1365-026,2024-02-16,1434.33,91.53,0.0,5.68,12.64,0.0,0.0,USD
ABF - DSB1365-027,2024-02-16,159.68,10.19,0.0,0.63,1.4,0.0,0.0,USD
ABF - DSB1365-028,2024-02-16,1090.09,69.56,0.0,4.32,9.6,0.0,0.0,USD
ABF - DSB1365-029,2024-02-16,107.89,6.89,0.0,0.43,0.96,0.0,0.0,USD
ABF - DSB1365-030,2024-02-16,1462.58,93.33,0.0,5.8,12.88,0.0,0.0,USD
ABF - DSB1369-007,2024-02-16,101.22,6.03,0.0,0.33,0.82,0.0,0.0,USD
ABF - DSB1370-001,2024-02-16,749.7,53.63,0.0,8.85,8.12,0.0,0.0,USD
ABF - DSB1374-001,2024-02-16,658.75,59.01,0.0,8.85,8.82,0.0,0.0,USD
ABF - DSB1388-004,2024-02-16,2256.47,144.05,0.0,9.71,19.99,0.0,0.0,USD
ABF - DSB1388-008,2024-02-16,1311.72,83.74,0.0,5.65,11.62,0.0,0.0,USD
ABF - DSB1399-002,2024-02-16,340.03,13.59,0.0,3.03,2.16,0.0,0.0,USD
ABF - DSB1399-003,2024-02-16,642.56,25.68,0.0,5.72,4.08,0.0,0.0,USD
ABF - DSB1402-001,2024-02-16,3342.21,142.19,0.0,13.27,20.21,0.0,0.0,USD
ABF - DSB1403-001,2024-02-16,1495.7,70.9,0.0,9.59,10.47,0.0,0.0,USD
ABF - DSB1403-002,2024-02-16,573.14,27.17,0.0,3.68,4.01,0.0,0.0,USD
ABF - DSB1406-001,2024-02-16,84.81,4.02,0.0,0.6,0.6,0.0,0.0,USD
ABF - DSB1410-003,2024-02-16,240.47,10.25,0.0,1.39,1.51,0.0,0.0,USD
ABF - DSB1410-004,2024-02-16,904.64,38.56,0.0,5.24,5.69,0.0,0.0,USD
ABF - DSB1414-003,2024-02-16,1474.17,58.67,0.0,7.9,8.66,0.0,0.0,USD
ABF - DSB1414-006,2024-02-16,169.6,6.75,0.0,0.91,1.0,0.0,0.0,USD
ABF - DSB1426-001,2024-02-16,6142.9,290.22,0.0,21.53,40.53,0.0,0.0,USD
ABF - DSB1461-001,2024-02-16,9048.18,252.67,0.0,42.48,38.37,0.0,0.0,USD
ABF - DSB1469-001,2024-02-16,266.37,7.95,0.0,3.48,1.48,0.0,0.0,USD
ABF - DSB1469-002,2024-02-16,410.86,12.26,0.0,5.37,2.29,0.0,0.0,USD
ABF - DSB1471-001,2024-02-16,304.76,9.1,0.0,4.11,1.71,0.0,0.0,USD
ABT - DSB0368-001,2024-02-16,6911.53,0.0,0.0,55.0,7.15,0.0,0.0,USD
ABF - DSB1358-001,2024-02-19,633.23,40.45,0.0,3.11,5.66,0.0,0.0,USD
ABF - DSB1377-001,2024-02-19,955.11,68.48,0.0,13.27,10.63,0.0,0.0,USD
ABF - DSB1430-001,2024-02-19,1296.88,76.59,0.0,4.52,10.55,0.0,0.0,USD
