loan_id,date_due,principal,interest,other,fees,to_tax,add_balance,reduce_balance,currency
ABF - DSB0008-001,2023-01-13,3385.0,200.0,0.0,13.27,27.73,0.0,0.0,USD
ABF - DSB0033-001,2023-01-24,126.79,3.5,0.0,0.54,0.53,0.0,0.0,USD
ABF - DSB0033-002,2023-01-24,1166.51,32.2,0.0,4.93,4.83,0.0,0.0,USD
ABF - DSB0011-003,2023-01-26,847.6,40.1,0.0,3.93,5.72,0.0,0.0,USD
ABF - DSB0011-004,2023-01-26,170.47,8.06,0.0,0.79,1.15,0.0,0.0,USD
ABF - DSB0019-004,2023-01-26,367.85,17.38,0.0,1.23,2.42,0.0,0.0,USD
ABF - DSB0027-002,2023-01-27,484.6,19.25,0.0,1.7,2.72,0.0,0.0,USD
ABF - DSB0027-008,2023-01-27,647.48,25.72,0.0,2.27,3.64,0.0,0.0,USD
ABF - DSB0027-009,2023-01-27,670.01,26.61,0.0,2.35,3.77,0.0,0.0,USD
ABF - DSB0062-001,2023-01-27,9079.43,253.54,0.0,42.48,38.48,0.0,0.0,USD
ABF - DSB0027-003,2023-01-30,252.89,10.04,0.0,0.89,1.43,0.0,0.0,USD
ABF - DSB0027-011,2023-01-30,1076.08,42.74,0.0,3.78,6.05,0.0,0.0,USD
ABF - DSB0027-012,2023-01-30,1030.4,40.92,0.0,3.62,5.79,0.0,0.0,USD
ABF - DSB0042-002,2023-01-30,8133.38,322.98,0.0,27.24,45.53,0.0,0.0,USD
ABF - DSB0048-001,2023-01-30,944.55,26.65,0.0,13.27,5.2,0.0,0.0,USD
ABF - DSB0042-003,2023-01-31,2594.86,103.04,0.0,8.69,14.53,0.0,0.0,USD
ABF - DSB0045-001,2023-01-31,3206.69,136.45,0.0,13.27,19.47,0.0,0.0,USD
ABF - DSB0019-001,2023-02-01,2489.59,117.6,0.0,8.33,16.37,0.0,0.0,USD
ABF - DSB0028-001,2023-02-01,1556.27,73.64,0.0,7.59,10.56,0.0,0.0,USD
ABF - DSB0043-005,2023-02-01,890.51,35.39,0.0,3.67,5.08,0.0,0.0,USD
ABF - DSB0033-003,2023-02-02,228.23,9.07,0.0,0.96,1.31,0.0,0.0,USD
ABF - DSB0033-004,2023-02-02,253.59,10.08,0.0,1.07,1.45,0.0,0.0,USD
ABF - DSB0058-001,2023-02-02,208.63,6.22,0.0,2.38,1.12,0.0,0.0,USD
ABF - DSB0058-002,2023-02-02,11.86,0.35,0.0,0.14,0.07,0.0,0.0,USD
ABF - DSB0058-003,2023-02-02,98.62,2.94,0.0,1.12,0.53,0.0,0.0,USD
ABF - DSB0058-004,2023-02-02,249.4,7.43,0.0,2.84,1.34,0.0,0.0,USD
ABF - DSB0026-006,2023-02-03,1699.56,72.32,0.0,7.03,10.31,0.0,0.0,USD
ABF - DSB0027-010,2023-02-03,501.37,19.91,0.0,1.76,2.82,0.0,0.0,USD
ABF - DSB0029-005,2023-02-03,71.59,3.39,0.0,0.4,0.49,0.0,0.0,USD
ABF - DSB0030-001,2023-02-03,2873.28,128.37,0.0,13.27,18.42,0.0,0.0,USD
ABF - DSB0031-002,2023-02-03,935.8,37.33,0.0,6.85,5.74,0.0,0.0,USD
ABF - DSB0036-002,2023-02-03,280.9,16.75,0.0,3.45,2.63,0.0,0.0,USD
ABF - DSB0060-001,2023-02-03,9285.53,369.24,0.0,42.48,53.52,0.0,0.0,USD
ABF - DSB0074-001,2023-02-03,1821.0,54.0,0.0,13.27,8.75,0.0,0.0,USD
ABF - DSB0076-001,2023-02-03,215.81,6.44,0.0,2.79,1.2,0.0,0.0,USD
ABF - DSB0009-001,2023-02-04,546.92,39.31,0.0,8.85,6.26,0.0,0.0,USD
ABF - DSB0012-007,2023-02-04,316.46,20.23,0.0,1.72,2.85,0.0,0.0,USD
ABF - DSB0012-008,2023-02-04,418.59,26.76,0.0,2.28,3.78,0.0,0.0,USD
ABF - DSB0026-004,2023-02-04,134.08,5.71,0.0,0.55,0.81,0.0,0.0,USD
ABF - DSB0026-005,2023-02-04,301.15,12.81,0.0,1.25,1.83,0.0,0.0,USD
ABF - DSB0027-006,2023-02-04,252.89,10.04,0.0,0.89,1.43,0.0,0.0,USD
ABF - DSB0075-002,2023-02-04,4108.06,113.36,0.0,16.1,16.83,0.0,0.0,USD
ABF - DSB0032-001,2023-02-06,1017.54,60.74,0.0,13.27,9.63,0.0,0.0,USD
ABF - DSB0037-003,2023-02-06,284.64,12.71,0.0,1.22,1.81,0.0,0.0,USD
ABF - DSB0027-007,2023-02-07,301.51,17.96,0.0,1.06,2.48,0.0,0.0,USD
ABF - DSB0011-005,2023-02-08,124.21,8.81,0.0,0.58,1.22,0.0,0.0,USD
ABF - DSB0012-001,2023-02-09,71.6,4.58,0.0,0.39,0.64,0.0,0.0,USD
ABF - DSB0012-002,2023-02-09,289.06,18.48,0.0,1.57,2.6,0.0,0.0,USD
ABF - DSB0012-003,2023-02-09,300.33,19.2,0.0,1.63,2.71,0.0,0.0,USD
ABF - DSB0012-004,2023-02-09,52.5,3.36,0.0,0.29,0.48,0.0,0.0,USD
ABF - DSB0012-005,2023-02-09,182.55,11.67,0.0,0.99,1.65,0.0,0.0,USD
ABF - DSB0012-006,2023-02-09,16.9,1.08,0.0,0.09,0.15,0.0,0.0,USD
ABF - DSB0012-009,2023-02-09,462.87,29.59,0.0,2.52,4.18,0.0,0.0,USD
ABF - DSB0012-010,2023-02-09,327.78,20.95,0.0,1.78,2.95,0.0,0.0,USD
ABF - DSB0042-001,2023-02-09,1953.56,77.58,0.0,6.54,10.93,0.0,0.0,USD
ABF - DSB0015-001,2023-02-10,203.59,13.0,0.0,0.88,1.8,0.0,0.0,USD
ABF - DSB0015-002,2023-02-10,619.88,39.57,0.0,2.68,5.49,0.0,0.0,USD
ABF - DSB0015-003,2023-02-10,62.13,3.97,0.0,0.27,0.55,0.0,0.0,USD
ABF - DSB0015-004,2023-02-10,218.62,13.96,0.0,0.94,1.93,0.0,0.0,USD
ABF - DSB0015-005,2023-02-10,439.79,28.08,0.0,1.9,3.9,0.0,0.0,USD
ABF - DSB0015-006,2023-02-10,418.5,26.72,0.0,1.81,3.7,0.0,0.0,USD
ABF - DSB0015-007,2023-02-10,146.54,9.35,0.0,0.63,1.3,0.0,0.0,USD
ABF - DSB0015-008,2023-02-10,313.51,20.01,0.0,1.35,2.78,0.0,0.0,USD
ABF - DSB0015-009,2023-02-10,162.1,10.35,0.0,0.7,1.44,0.0,0.0,USD
ABF - DSB0015-010,2023-02-10,225.38,14.39,0.0,0.97,2.0,0.0,0.0,USD
ABF - DSB0015-011,2023-02-10,331.73,21.18,0.0,1.43,2.94,0.0,0.0,USD
ABF - DSB0015-012,2023-02-10,172.91,11.04,0.0,0.75,1.54,0.0,0.0,USD
ABF - DSB0015-013,2023-02-10,138.53,8.84,0.0,0.6,1.23,0.0,0.0,USD
ABF - DSB0015-014,2023-02-10,251.87,16.08,0.0,1.09,2.23,0.0,0.0,USD
ABF - DSB0015-015,2023-02-10,62.13,3.97,0.0,0.27,0.55,0.0,0.0,USD
ABF - DSB0015-016,2023-02-10,297.84,19.01,0.0,1.29,2.64,0.0,0.0,USD
ABF - DSB0015-017,2023-02-10,139.05,8.88,0.0,0.6,1.23,0.0,0.0,USD
ABF - DSB0015-018,2023-02-10,68.42,4.37,0.0,0.3,0.61,0.0,0.0,USD
ABF - DSB0015-019,2023-02-10,78.07,4.98,0.0,0.34,0.69,0.0,0.0,USD
ABF - DSB0015-020,2023-02-10,171.25,10.93,0.0,0.74,1.52,0.0,0.0,USD
ABF - DSB0015-021,2023-02-10,343.15,21.91,0.0,1.48,3.04,0.0,0.0,USD
ABF - DSB0015-022,2023-02-10,443.21,28.29,0.0,1.91,3.93,0.0,0.0,USD
ABF - DSB0015-023,2023-02-10,161.71,10.32,0.0,0.7,1.43,0.0,0.0,USD
ABF - DSB0015-024,2023-02-10,627.12,40.04,0.0,2.71,5.55,0.0,0.0,USD
ABF - DSB0015-025,2023-02-10,619.88,39.57,0.0,2.68,5.49,0.0,0.0,USD
ABF - DSB0015-026,2023-02-10,653.8,41.74,0.0,2.82,5.8,0.0,0.0,USD
ABF - DSB0015-027,2023-02-10,74.71,4.77,0.0,0.32,0.66,0.0,0.0,USD
ABF - DSB0015-028,2023-02-10,899.43,57.42,0.0,3.88,7.96,0.0,0.0,USD
ABF - DSB0015-029,2023-02-10,655.11,41.82,0.0,2.83,5.81,0.0,0.0,USD
ABF - DSB0015-030,2023-02-10,273.54,17.46,0.0,1.18,2.42,0.0,0.0,USD
ABF - DSB0015-031,2023-02-10,191.73,12.24,0.0,0.83,1.7,0.0,0.0,USD
ABF - DSB0015-033,2023-02-10,294.88,18.82,0.0,1.27,2.62,0.0,0.0,USD
ABF - DSB0015-034,2023-02-10,193.72,12.37,0.0,0.84,1.72,0.0,0.0,USD
ABF - DSB0015-035,2023-02-10,134.51,8.59,0.0,0.58,1.2,0.0,0.0,USD
ABF - DSB0015-036,2023-02-10,256.4,16.37,0.0,1.11,2.27,0.0,0.0,USD
ABF - DSB0015-037,2023-02-10,320.07,20.43,0.0,1.38,2.84,0.0,0.0,USD
ABF - DSB0015-038,2023-02-10,124.26,7.93,0.0,0.54,1.1,0.0,0.0,USD
ABF - DSB0015-039,2023-02-10,225.38,14.39,0.0,0.97,2.0,0.0,0.0,USD
ABF - DSB0015-040,2023-02-10,47.01,3.0,0.0,0.2,0.42,0.0,0.0,USD
ABF - DSB0015-042,2023-02-10,262.77,16.78,0.0,1.13,2.33,0.0,0.0,USD
ABF - DSB0015-043,2023-02-10,619.88,39.57,0.0,2.68,5.49,0.0,0.0,USD
ABF - DSB0015-044,2023-02-10,422.25,26.96,0.0,1.82,3.74,0.0,0.0,USD
ABF - DSB0015-045,2023-02-10,601.75,38.42,0.0,2.6,5.33,0.0,0.0,USD
ABF - DSB0015-046,2023-02-10,100.36,6.41,0.0,0.43,0.89,0.0,0.0,USD
ABF - DSB0015-047,2023-02-10,619.88,39.57,0.0,2.68,5.49,0.0,0.0,USD
ABF - DSB0015-048,2023-02-10,3159.49,201.7,0.0,13.64,27.99,0.0,0.0,USD
ABF - DSB0027-005,2023-02-10,643.34,38.33,0.0,2.26,5.27,0.0,0.0,USD
ABF - DSB0063-001,2023-02-10,856.39,51.26,0.0,13.27,8.39,0.0,0.0,USD
ABF - DSB0067-002,2023-02-10,252.8,10.04,0.0,0.97,1.44,0.0,0.0,USD
ABF - DSB0067-007,2023-02-10,1177.91,46.8,0.0,4.51,6.67,0.0,0.0,USD
ABF - DSB0073-004,2023-02-10,170.07,8.06,0.0,1.14,1.2,0.0,0.0,USD
ABF - DSB0011-001,2023-02-11,1145.64,81.29,0.0,5.31,11.26,0.0,0.0,USD
ABF - DSB0011-002,2023-02-11,572.82,40.65,0.0,2.66,5.63,0.0,0.0,USD
ABF - DSB0026-002,2023-02-11,254.16,16.22,0.0,1.05,2.25,0.0,0.0,USD
ABF - DSB0026-003,2023-02-11,16.92,1.08,0.0,0.07,0.15,0.0,0.0,USD
ABF - DSB0027-001,2023-02-11,602.25,35.88,0.0,2.12,4.93,0.0,0.0,USD
ABF - DSB0103-001,2023-02-11,3215.23,88.67,0.0,10.92,12.95,0.0,0.0,USD
ABF - DSB0103-002,2023-02-11,4604.29,126.98,0.0,15.63,18.54,0.0,0.0,USD
ABF - DSB0026-001,2023-02-13,803.89,51.31,0.0,3.32,7.1,0.0,0.0,USD
ABF - DSB0029-001,2023-02-13,553.62,39.32,0.0,3.08,5.51,0.0,0.0,USD
ABF - DSB0035-003,2023-02-13,576.09,36.75,0.0,2.1,5.05,0.0,0.0,USD
ABF - DSB0035-004,2023-02-13,1496.35,95.45,0.0,5.45,13.12,0.0,0.0,USD
ABF - DSB0035-005,2023-02-13,592.07,37.77,0.0,2.16,5.19,0.0,0.0,USD
ABF - DSB0021-001,2023-02-15,38.8,2.48,0.0,0.19,0.35,0.0,0.0,USD
ABF - DSB0021-002,2023-02-15,619.87,39.6,0.0,3.11,5.55,0.0,0.0,USD
ABF - DSB0021-003,2023-02-15,701.12,44.79,0.0,3.52,6.28,0.0,0.0,USD
ABF - DSB0021-004,2023-02-15,366.4,23.41,0.0,1.84,3.28,0.0,0.0,USD
ABF - DSB0021-005,2023-02-15,2483.23,158.65,0.0,12.45,22.24,0.0,0.0,USD
ABF - DSB0021-006,2023-02-15,159.49,10.19,0.0,0.8,1.42,0.0,0.0,USD
ABF - DSB0021-007,2023-02-15,679.0,43.38,0.0,3.41,6.08,0.0,0.0,USD
ABF - DSB0021-008,2023-02-15,245.7,15.7,0.0,1.23,2.2,0.0,0.0,USD
ABF - DSB0031-001,2023-02-15,875.94,52.41,0.0,6.42,7.64,0.0,0.0,USD
ABF - DSB0037-002,2023-02-15,895.67,60.0,0.0,3.83,8.3,0.0,0.0,USD
ABF - DSB0043-001,2023-02-15,1450.87,86.5,0.0,5.97,12.02,0.0,0.0,USD
ABF - DSB0043-002,2023-02-15,1143.81,68.19,0.0,4.71,9.47,0.0,0.0,USD
ABF - DSB0043-003,2023-02-15,506.65,30.2,0.0,2.09,4.2,0.0,0.0,USD
ABF - DSB0043-004,2023-02-15,2456.49,146.45,0.0,10.11,20.35,0.0,0.0,USD
ABF - DSB0044-001,2023-02-15,4342.42,258.29,0.0,9.13,34.77,0.0,0.0,USD
ABF - DSB0044-002,2023-02-15,35657.59,2120.97,0.0,74.94,285.47,0.0,0.0,USD
ABF - DSB0046-001,2023-02-15,6079.0,431.22,0.0,26.55,59.51,0.0,0.0,USD
ABF - DSB0049-001,2023-02-15,1330.41,63.31,0.0,13.27,9.96,0.0,0.0,USD
ABF - DSB0094-001,2023-02-15,3569.18,168.67,0.0,13.27,23.66,0.0,0.0,USD
ABF - DSB0100-001,2023-02-15,28655.18,1135.81,0.0,49.28,154.07,0.0,0.0,USD
ABF - DSB0010-001,2023-02-16,1604.67,142.91,0.0,13.27,20.31,0.0,0.0,USD
ABF - DSB0123-003,2023-02-16,537.76,14.84,0.0,2.14,2.21,0.0,0.0,USD
ABF - DSB0015-032,2023-02-17,294.88,18.82,0.0,1.27,2.62,0.0,0.0,USD
ABF - DSB0015-041,2023-02-17,282.83,18.06,0.0,1.22,2.51,0.0,0.0,USD
ABF - DSB0024-001,2023-02-17,4390.0,312.0,0.0,26.55,44.01,0.0,0.0,USD
ABF - DSB0027-004,2023-02-17,328.92,19.6,0.0,1.16,2.7,0.0,0.0,USD
ABF - DSB0029-003,2023-02-17,119.31,8.48,0.0,0.66,1.19,0.0,0.0,USD
ABF - DSB0034-001,2023-02-17,5132.1,327.95,0.0,26.55,46.08,0.0,0.0,USD
ABF - DSB0056-001,2023-02-17,2696.29,172.25,0.0,13.27,24.12,0.0,0.0,USD
ABF - DSB0058-005,2023-02-17,85.35,5.09,0.0,0.97,0.79,0.0,0.0,USD
ABF - DSB0058-006,2023-02-17,123.28,7.35,0.0,1.4,1.13,0.0,0.0,USD
ABF - DSB0059-001,2023-02-17,3386.83,144.08,0.0,13.27,20.46,0.0,0.0,USD
ABF - DSB0067-001,2023-02-17,920.24,36.56,0.0,3.52,5.21,0.0,0.0,USD
ABF - DSB0067-003,2023-02-17,647.25,25.72,0.0,2.48,3.66,0.0,0.0,USD
ABF - DSB0067-004,2023-02-17,432.48,17.18,0.0,1.65,2.45,0.0,0.0,USD
ABF - DSB0073-002,2023-02-17,685.02,32.48,0.0,4.58,4.82,0.0,0.0,USD
ABF - DSB0073-003,2023-02-17,728.6,34.55,0.0,4.88,5.12,0.0,0.0,USD
ABF - DSB0075-001,2023-02-17,841.46,33.44,0.0,3.3,4.78,0.0,0.0,USD
ABF - DSB0085-001,2023-02-17,1510.31,64.6,0.0,13.27,10.13,0.0,0.0,USD
ABF - DSB0090-001,2023-02-17,145.63,8.79,0.0,3.3,1.57,0.0,0.0,USD
ABF - DSB0090-002,2023-02-17,244.9,14.78,0.0,5.55,2.64,0.0,0.0,USD
ABF - DSB0092-001,2023-02-17,324.7,15.4,0.0,2.25,2.29,0.0,0.0,USD
ABF - DSB0092-002,2023-02-17,857.72,40.68,0.0,5.95,6.06,0.0,0.0,USD
ABF - DSB0092-003,2023-02-17,729.53,34.6,0.0,5.06,5.16,0.0,0.0,USD
ABF - DSB0101-001,2023-02-17,1086.88,51.35,0.0,3.82,7.18,0.0,0.0,USD
ABF - DSB0052-002,2023-02-18,111.88,7.15,0.0,0.65,1.01,0.0,0.0,USD
ABF - DSB0120-001,2023-02-18,5598.37,154.63,0.0,26.55,23.55,0.0,0.0,USD
ABF - DSB0029-002,2023-02-20,124.09,8.81,0.0,0.69,1.24,0.0,0.0,USD
ABF - DSB0041-001,2023-02-20,415.0,30.0,0.0,8.85,5.05,0.0,0.0,USD
ABF - DSB0052-007,2023-02-20,419.6,26.83,0.0,2.44,3.81,0.0,0.0,USD
ABF - DSB0067-008,2023-02-20,656.58,39.13,0.0,2.51,5.42,0.0,0.0,USD
ABF - DSB0069-001,2023-02-21,1470.39,88.14,0.0,13.27,13.19,0.0,0.0,USD
ABF - DSB0123-008,2023-02-21,286.13,11.37,0.0,1.14,1.63,0.0,0.0,USD
ABF - DSB0033-005,2023-02-22,887.56,52.92,0.0,3.75,7.37,0.0,0.0,USD
ABF - DSB0033-006,2023-02-22,1998.28,119.15,0.0,8.44,16.59,0.0,0.0,USD
ABF - DSB0033-007,2023-02-22,1622.97,96.77,0.0,6.86,13.47,0.0,0.0,USD
ABF - DSB0052-001,2023-02-22,71.57,4.58,0.0,0.42,0.64,0.0,0.0,USD
ABF - DSB0052-004,2023-02-22,54.89,3.51,0.0,0.32,0.5,0.0,0.0,USD
ABF - DSB0052-005,2023-02-22,353.52,22.61,0.0,2.05,3.21,0.0,0.0,USD
ABF - DSB0065-001,2023-02-22,60.49,3.86,0.0,0.25,0.53,0.0,0.0,USD
ABF - DSB0067-009,2023-02-23,994.52,59.27,0.0,3.8,8.2,0.0,0.0,USD
ABF - DSB0076-002,2023-02-23,469.15,28.0,0.0,6.06,4.43,0.0,0.0,USD
ABF - DSB0109-001,2023-02-23,296.49,14.22,0.0,5.11,2.51,0.0,0.0,USD
ABF - DSB0123-010,2023-02-23,260.91,10.37,0.0,1.04,1.48,0.0,0.0,USD
ABF - DSB0022-001,2023-02-24,372.5,36.0,0.0,8.85,5.83,0.0,0.0,USD
ABF - DSB0035-001,2023-02-24,460.26,29.36,0.0,1.68,4.04,0.0,0.0,USD
ABF - DSB0038-001,2023-02-24,958.23,68.04,0.0,5.02,9.5,0.0,0.0,USD
ABF - DSB0038A-002,2023-02-24,1575.76,111.89,0.0,8.25,15.62,0.0,0.0,USD
ABF - DSB0054-001,2023-02-24,497.61,31.73,0.0,1.64,4.33,0.0,0.0,USD
ABF - DSB0054-002,2023-02-24,216.96,13.83,0.0,0.71,1.89,0.0,0.0,USD
ABF - DSB0054-003,2023-02-24,221.5,14.12,0.0,0.73,1.93,0.0,0.0,USD
ABF - DSB0054-005,2023-02-24,125.28,7.99,0.0,0.41,1.09,0.0,0.0,USD
ABF - DSB0054-006,2023-02-24,323.54,20.63,0.0,1.06,2.82,0.0,0.0,USD
ABF - DSB0054-007,2023-02-24,157.67,10.05,0.0,0.52,1.38,0.0,0.0,USD
ABF - DSB0054-008,2023-02-24,177.03,11.29,0.0,0.58,1.55,0.0,0.0,USD
ABF - DSB0054-009,2023-02-24,43.06,2.75,0.0,0.14,0.38,0.0,0.0,USD
ABF - DSB0054-010,2023-02-24,16.4,1.05,0.0,0.05,0.15,0.0,0.0,USD
ABF - DSB0054-011,2023-02-24,62.2,3.97,0.0,0.2,0.55,0.0,0.0,USD
ABF - DSB0054-012,2023-02-24,936.48,59.72,0.0,3.08,8.16,0.0,0.0,USD
ABF - DSB0054-013,2023-02-24,347.87,22.18,0.0,1.14,3.03,0.0,0.0,USD
ABF - DSB0054-014,2023-02-24,620.6,39.57,0.0,2.04,5.41,0.0,0.0,USD
ABF - DSB0057-001,2023-02-24,2509.5,168.3,0.0,13.27,23.61,0.0,0.0,USD
ABF - DSB0067-005,2023-02-24,653.23,38.93,0.0,2.5,5.38,0.0,0.0,USD
ABF - DSB0070-001,2023-02-24,3082.73,218.4,0.0,9.97,29.69,0.0,0.0,USD
ABF - DSB0079-001,2023-02-24,1543.59,73.35,0.0,13.27,11.26,0.0,0.0,USD
ABF - DSB0084-001,2023-02-24,435.18,18.55,0.0,2.42,2.73,0.0,0.0,USD
ABF - DSB0084-002,2023-02-24,305.5,13.02,0.0,1.7,1.91,0.0,0.0,USD
ABF - DSB0084-003,2023-02-24,425.72,18.14,0.0,2.37,2.67,0.0,0.0,USD
ABF - DSB0084-004,2023-02-24,942.26,40.16,0.0,5.25,5.9,0.0,0.0,USD
ABF - DSB0084-005,2023-02-24,379.24,16.16,0.0,2.11,2.37,0.0,0.0,USD
ABF - DSB0084-006,2023-02-24,346.71,14.78,0.0,1.93,2.17,0.0,0.0,USD
ABF - DSB0084-007,2023-02-24,567.63,24.19,0.0,3.16,3.55,0.0,0.0,USD
ABF - DSB0084-008,2023-02-24,987.67,42.09,0.0,5.5,6.18,0.0,0.0,USD
ABF - DSB0084-009,2023-02-24,378.42,16.13,0.0,2.11,2.37,0.0,0.0,USD
ABF - DSB0088-001,2023-02-24,1279.03,50.8,0.0,4.56,7.19,0.0,0.0,USD
ABF - DSB0088-002,2023-02-24,2441.85,96.99,0.0,8.71,13.74,0.0,0.0,USD
ABF - DSB0095-001,2023-02-24,3238.46,137.98,0.0,17.07,20.16,0.0,0.0,USD
ABF - DSB0095-002,2023-02-24,1797.54,76.58,0.0,9.48,11.19,0.0,0.0,USD
ABF - DSB0096-001,2023-02-24,758.4,45.2,0.0,8.85,7.03,0.0,0.0,USD
ABF - DSB0099-001,2023-02-24,2834.76,112.73,0.0,12.99,16.34,0.0,0.0,USD
ABF - DSB0107-001,2023-02-24,2468.31,116.86,0.0,13.27,16.92,0.0,0.0,USD
ABF - DSB0112-001,2023-02-24,20245.01,956.71,0.0,75.22,134.15,0.0,0.0,USD
ABF - DSB0123-005,2023-02-24,322.9,12.83,0.0,1.28,1.84,0.0,0.0,USD
ABF - DSB0123-006,2023-02-24,222.14,8.83,0.0,0.88,1.26,0.0,0.0,USD
ABF - DSB0139-001,2023-02-24,902.59,24.85,0.0,1.81,3.47,0.0,0.0,USD
ABF - DSB0139-003,2023-02-24,396.65,10.92,0.0,0.8,1.52,0.0,0.0,USD
ABF - DSB0173-003,2023-02-24,239.6,7.12,0.0,2.16,1.21,0.0,0.0,USD
ABF - DSB0065-005,2023-02-25,419.76,26.79,0.0,1.77,3.71,0.0,0.0,USD
ABF - DSB0065-006,2023-02-25,123.8,7.9,0.0,0.52,1.1,0.0,0.0,USD
ABF - DSB0065-007,2023-02-25,131.2,8.37,0.0,0.55,1.16,0.0,0.0,USD
ABF - DSB0065-008,2023-02-25,453.37,28.94,0.0,1.91,4.01,0.0,0.0,USD
ABF - DSB0065-009,2023-02-25,177.5,11.33,0.0,0.75,1.57,0.0,0.0,USD
ABF - DSB0102-003,2023-02-25,191.05,8.13,0.0,0.8,1.16,0.0,0.0,USD
ABF - DSB0102-004,2023-02-25,230.59,9.81,0.0,0.97,1.41,0.0,0.0,USD
ABF - DSB0102-005,2023-02-25,54.99,2.34,0.0,0.23,0.33,0.0,0.0,USD
ABF - DSB0102-013,2023-02-25,172.06,7.32,0.0,0.72,1.04,0.0,0.0,USD
ABF - DSB0036-001,2023-02-27,28.42,3.39,0.0,0.35,0.49,0.0,0.0,USD
ABF - DSB0036-004,2023-02-27,85.26,10.17,0.0,1.05,1.46,0.0,0.0,USD
ABF - DSB0040-001,2023-02-27,752.2,53.63,0.0,6.64,7.83,0.0,0.0,USD
ABF - DSB0040-002,2023-02-27,752.2,53.63,0.0,6.64,7.83,0.0,0.0,USD
ABF - DSB0073-001,2023-02-27,398.96,28.38,0.0,2.67,4.04,0.0,0.0,USD
ABF - DSB0099-002,2023-02-27,2960.27,117.72,0.0,13.56,17.06,0.0,0.0,USD
ABF - DSB0100-002,2023-02-27,35672.96,1413.98,0.0,61.34,191.79,0.0,0.0,USD
ABF - DSB0053-001,2023-02-28,1355.3,86.95,0.0,11.87,12.84,0.0,0.0,USD
ABF - DSB0053-002,2023-02-28,160.38,10.29,0.0,1.4,1.52,0.0,0.0,USD
ABF - DSB0077-001,2023-02-28,2474.48,219.66,0.0,13.27,30.29,0.0,0.0,USD
ABF - DSB0086-001,2023-02-28,2271.46,145.26,0.0,13.27,20.61,0.0,0.0,USD
ABF - DSB0098-001,2023-02-28,402.91,18.0,0.0,1.85,2.58,0.0,0.0,USD
ABF - DSB0098-003,2023-02-28,1411.39,63.05,0.0,6.48,9.04,0.0,0.0,USD
ABF - DSB0110-001,2023-02-28,3539.7,150.55,0.0,13.27,21.3,0.0,0.0,USD
ABF - DSB0149-001,2023-02-28,445.48,13.19,0.0,2.72,2.07,0.0,0.0,USD
ABF - DSB0149-002,2023-02-28,340.55,10.09,0.0,2.08,1.58,0.0,0.0,USD
ABF - DSB0149-003,2023-02-28,282.74,8.37,0.0,1.72,1.31,0.0,0.0,USD
ABF - DSB0149-004,2023-02-28,759.33,22.49,0.0,4.63,3.52,0.0,0.0,USD
ABF - DSB0149-005,2023-02-28,1907.85,56.5,0.0,11.63,8.86,0.0,0.0,USD
ABF - DSB0149-006,2023-02-28,274.73,8.14,0.0,1.68,1.28,0.0,0.0,USD
ABF - DSB0149-007,2023-02-28,343.41,10.17,0.0,2.09,1.59,0.0,0.0,USD
ABF - DSB0109-002,2023-03-01,217.2,10.42,0.0,3.74,1.84,0.0,0.0,USD
ABF - DSB0134-010,2023-03-01,208.08,8.28,0.0,1.08,1.22,0.0,0.0,USD
ABF - DSB0039-001,2023-03-02,1522.46,127.68,0.0,5.61,17.33,0.0,0.0,USD
ABF - DSB0039-002,2023-03-02,4364.37,366.02,0.0,16.09,49.67,0.0,0.0,USD
ABF - DSB0039-003,2023-03-02,228.37,19.15,0.0,0.84,2.6,0.0,0.0,USD
ABF - DSB0039-004,2023-03-02,3730.02,312.82,0.0,13.75,42.46,0.0,0.0,USD
ABF - DSB0039-005,2023-03-02,1674.7,140.45,0.0,6.18,19.06,0.0,0.0,USD
ABF - DSB0108-001,2023-03-02,122.82,5.88,0.0,1.81,1.0,0.0,0.0,USD
ABF - DSB0108-002,2023-03-02,777.21,37.18,0.0,11.46,6.32,0.0,0.0,USD
ABF - DSB0054-004,2023-03-03,289.09,18.43,0.0,0.95,2.52,0.0,0.0,USD
ABF - DSB0091-001,2023-03-03,728.69,51.86,0.0,5.32,7.43,0.0,0.0,USD
ABF - DSB0091-002,2023-03-03,1087.92,77.43,0.0,7.95,11.1,0.0,0.0,USD
ABF - DSB0093-001,2023-03-03,1065.57,95.34,0.0,13.27,14.12,0.0,0.0,USD
ABF - DSB0098-002,2023-03-03,1074.42,72.0,0.0,4.94,10.0,0.0,0.0,USD
ABF - DSB0101-002,2023-03-03,578.8,41.02,0.0,2.04,5.59,0.0,0.0,USD
ABF - DSB0101-003,2023-03-03,507.72,35.98,0.0,1.79,4.91,0.0,0.0,USD
ABF - DSB0115-001,2023-03-03,758.4,45.2,0.0,8.85,7.03,0.0,0.0,USD
ABF - DSB0122-001,2023-03-03,912.6,36.51,0.0,9.12,5.94,0.0,0.0,USD
ABF - DSB0123-001,2023-03-03,601.94,23.92,0.0,2.39,3.42,0.0,0.0,USD
ABF - DSB0137-002,2023-03-03,280.5,16.75,0.0,3.79,2.67,0.0,0.0,USD
ABF - DSB0137-006,2023-03-03,140.65,8.4,0.0,1.9,1.34,0.0,0.0,USD
ABF - DSB0156-002,2023-03-03,951.16,37.76,0.0,3.02,5.3,0.0,0.0,USD
